Date,USDCNY_theta,USDBRL_theta,USDZAR_theta,USDRUB_theta,EURUSD_theta,USDJPY_theta,USDMXN_theta,USDCAD_theta,Total_theta
2017-10-18,0,0,0,0,-1275.958626,0,0,0,-1275.958626
2017-10-19,0,0,0,0,-1064.374326,0,0,0,-1064.374326
2017-10-20,0,0,0,0,-1269.65675,0,0,0,-1269.65675
2017-10-23,0,0,0,0,-1158.095294,0,0,0,-1158.095294
2017-10-24,0,0,0,0,-1068.568019,0,0,0,-1068.568019
2017-10-25,0,0,0,0,-832.4618221,0,0,0,-832.4618221
2017-10-26,0,0,0,0,-807.1693698,0,0,0,-807.1693698
2017-10-27,0,0,0,0,-513.9441024,0,0,0,-513.9441024
2017-10-30,0,0,0,0,-306.9097981,0,0,0,-306.9097981
2017-10-31,0,0,0,0,-77.02003214,0,0,0,-77.02003214
2017-11-01,0,0,0,0,0,177.2659346,0,0,177.2659346
2017-11-02,0,0,0,0,0,177.93075,0,0,177.93075
2017-11-03,0,0,0,0,0,172.9610483,0,0,172.9610483
2017-11-06,0,0,0,0,0,191.8602924,0,0,191.8602924
2017-11-07,0,0,0,0,0,190.1505661,0,0,190.1505661
2017-11-08,0,0,0,0,0,204.9675728,0,0,204.9675728
2017-11-09,0,0,0,0,0,228.9902156,0,0,228.9902156
2017-11-10,0,0,0,0,0,231.2044249,0,0,231.2044249
2017-11-13,0,0,0,0,0,256.8521641,0,0,256.8521641
2017-11-14,0,0,0,0,0,267.922689,0,0,267.922689
2017-11-15,0,0,0,0,0,260.6499302,0,0,260.6499302
2017-11-16,0,0,0,0,0,246.2529381,0,0,246.2529381
2017-11-17,0,0,0,0,0,174.7675132,0,0,174.7675132
2017-11-20,0,0,0,0,0,207.3252597,0,0,207.3252597
2017-11-21,0,0,0,0,0,171.4016129,0,0,171.4016129
2017-11-22,0,0,0,0,0,42.49075473,0,0,42.49075473
2017-11-23,0,0,0,0,0,37.73978296,0,0,37.73978296
2017-11-24,0,0,0,0,0,45.10991482,0,0,45.10991482
2017-11-27,0,0,0,0,0,2.782781537,0,0,2.782781537
2017-11-28,0,0,0,0,0,2.525424458,0,0,2.525424458
2017-11-29,0,0,0,0,0,8.332722534,0,0,8.332722534
2017-11-30,0,0,0,0,0,22.73790722,0,0,22.73790722
2017-12-01,0,0,0,0,0,0,285.2444279,0,285.2444279
2017-12-04,0,0,0,0,0,0,302.7522453,0,302.7522453
2017-12-05,0,0,0,0,0,0,287.618172,0,287.618172
2017-12-06,0,0,0,0,0,0,272.1069223,0,272.1069223
2017-12-07,0,0,0,0,0,0,262.4389219,0,262.4389219
2017-12-08,0,0,0,0,0,0,291.6104506,0,291.6104506
2017-12-11,0,0,0,0,0,0,267.4251546,0,267.4251546
2017-12-12,0,0,0,0,0,0,223.5697717,0,223.5697717
2017-12-13,0,0,0,0,0,0,267.7599315,0,267.7599315
2017-12-14,0,0,0,0,0,0,202.6574014,0,202.6574014
2017-12-15,0,0,0,0,0,0,182.5343937,0,182.5343937
2017-12-18,0,0,0,0,0,0,205.3716626,0,205.3716626
2017-12-19,0,0,0,0,0,0,139.3409099,0,139.3409099
2017-12-20,0,0,0,0,0,0,120.4290774,0,120.4290774
2017-12-21,0,0,0,0,0,0,3.501052825,0,3.501052825
2017-12-22,0,0,0,0,0,0,-59.11269554,0,-59.11269554
2017-12-25,0,0,0,0,0,0,-72.29970871,0,-72.29970871
2017-12-26,0,0,0,0,0,0,-81.72838582,0,-81.72838582
2017-12-27,0,0,0,0,0,0,14.64548915,0,14.64548915
2017-12-28,0,0,0,0,0,0,138.4061368,0,138.4061368
2017-12-29,0,0,0,0,0,0,285.1584597,0,285.1584597
2018-01-01,0,0,0,0,-2438.092153,0,0,0,-2438.092153
2018-01-02,0,0,0,0,-2309.525547,0,0,0,-2309.525547
2018-01-03,0,0,0,0,-2365.261001,0,0,0,-2365.261001
2018-01-04,0,0,0,0,-2192.842401,0,0,0,-2192.842401
2018-01-05,0,0,0,0,-2270.673094,0,0,0,-2270.673094
2018-01-08,0,0,0,0,-2171.762897,0,0,0,-2171.762897
2018-01-09,0,0,0,0,-2037.11604,0,0,0,-2037.11604
2018-01-10,0,0,0,0,-2042.000891,0,0,0,-2042.000891
2018-01-11,0,0,0,0,-2040.53385,0,0,0,-2040.53385
2018-01-12,0,0,0,0,-1198.78298,0,0,0,-1198.78298
2018-01-15,0,0,0,0,-778.3169941,0,0,0,-778.3169941
2018-01-16,0,0,0,0,-590.669452,0,0,0,-590.669452
2018-01-17,0,0,0,0,-1062.440944,0,0,0,-1062.440944
2018-01-18,0,0,0,0,-902.1995473,0,0,0,-902.1995473
2018-01-19,0,0,0,0,-1008.738171,0,0,0,-1008.738171
2018-01-22,0,0,0,0,-478.5419776,0,0,0,-478.5419776
2018-01-23,0,0,0,0,-261.3867973,0,0,0,-261.3867973
2018-01-24,0,0,0,0,-100.4535607,0,0,0,-100.4535607
2018-01-25,0,0,0,0,-90.49854523,0,0,0,-90.49854523
2018-01-26,0,0,0,0,-34.17452727,0,0,0,-34.17452727
2018-01-29,0,0,0,0,-2.404059107,0,0,0,-2.404059107
2018-01-30,0,0,0,0,-0.067413192,0,0,0,-0.067413192
2018-01-31,0,0,0,0,-1.89E-09,0,0,0,-1.89E-09
2018-02-01,0,0,0,0,-2237.631289,0,0,0,-2237.631289
2018-02-02,0,0,0,0,-2198.849682,0,0,0,-2198.849682
2018-02-05,0,0,0,0,-1895.705801,0,0,0,-1895.705801
2018-02-06,0,0,0,0,-1896.06544,0,0,0,-1896.06544
2018-02-07,0,0,0,0,-1380.049015,0,0,0,-1380.049015
2018-02-08,0,0,0,0,-1352.053941,0,0,0,-1352.053941
2018-02-09,0,0,0,0,-1282.895094,0,0,0,-1282.895094
2018-02-12,0,0,0,0,-1197.479663,0,0,0,-1197.479663
2018-02-13,0,0,0,0,-1397.027459,0,0,0,-1397.027459
2018-02-14,0,0,0,0,-1681.829908,0,0,0,-1681.829908
2018-02-15,0,0,0,0,-1662.985103,0,0,0,-1662.985103
2018-02-16,0,0,0,0,-1459.23463,0,0,0,-1459.23463
2018-02-19,0,0,0,0,-1225.890652,0,0,0,-1225.890652
2018-02-20,0,0,0,0,-806.5869559,0,0,0,-806.5869559
2018-02-21,0,0,0,0,-459.1304971,0,0,0,-459.1304971
2018-02-22,0,0,0,0,-571.1678061,0,0,0,-571.1678061
2018-02-23,0,0,0,0,-282.6105499,0,0,0,-282.6105499
2018-02-26,0,0,0,0,-140.5298698,0,0,0,-140.5298698
2018-02-27,0,0,0,0,-2.638560035,0,0,0,-2.638560035
2018-02-28,0,0,0,0,-0.000432639,0,0,0,-0.000432639
2018-03-01,0,0,0,0,-1993.237757,0,0,0,-1993.237757
2018-03-02,0,0,0,0,-1900.201535,0,0,0,-1900.201535
2018-03-05,0,0,0,0,-1756.465019,0,0,0,-1756.465019
2018-03-06,0,0,0,0,-1505.052178,0,0,0,-1505.052178
2018-03-07,0,0,0,0,-1446.978916,0,0,0,-1446.978916
2018-03-08,0,0,0,0,-1709.66224,0,0,0,-1709.66224
2018-03-09,0,0,0,0,-1675.417417,0,0,0,-1675.417417
2018-03-12,0,0,0,0,-1467.22367,0,0,0,-1467.22367
2018-03-13,0,0,0,0,-1164.86024,0,0,0,-1164.86024
2018-03-14,0,0,0,0,-1200.932877,0,0,0,-1200.932877
2018-03-15,0,0,0,0,-1445.984237,0,0,0,-1445.984237
2018-03-16,0,0,0,0,-1441.023346,0,0,0,-1441.023346
2018-03-19,0,0,0,0,-1190.257499,0,0,0,-1190.257499
2018-03-20,0,0,0,0,-1256.172092,0,0,0,-1256.172092
2018-03-21,0,0,0,0,-995.3736302,0,0,0,-995.3736302
2018-03-22,0,0,0,0,-1068.490954,0,0,0,-1068.490954
2018-03-23,0,0,0,0,-754.5123302,0,0,0,-754.5123302
2018-03-26,0,0,0,0,-47.47660095,0,0,0,-47.47660095
2018-03-27,0,0,0,0,-67.84843714,0,0,0,-67.84843714
2018-03-28,0,0,0,0,-393.3820375,0,0,0,-393.3820375
2018-03-29,0,0,0,0,-231.107966,0,0,0,-231.107966
2018-03-30,0,0,0,0,0,0,0,0,0
2018-04-02,0,0,0,0,0,0,0,140.83989,140.83989
2018-04-03,0,0,0,0,0,0,0,175.4977602,175.4977602
2018-04-04,0,0,0,0,0,0,0,182.2840365,182.2840365
2018-04-05,0,0,0,0,0,0,0,179.4048013,179.4048013
2018-04-06,0,0,0,0,0,0,0,179.168756,179.168756
2018-04-09,0,0,0,0,0,0,0,168.8632336,168.8632336
2018-04-10,0,0,0,0,0,0,0,119.6916307,119.6916307
2018-04-11,0,0,0,0,0,0,0,97.60753317,97.60753317
2018-04-12,0,0,0,0,0,0,0,139.0724716,139.0724716
2018-04-13,0,0,0,0,0,0,0,150.3910259,150.3910259
2018-04-16,0,0,0,0,0,0,0,121.8286772,121.8286772
2018-04-17,0,0,0,0,0,0,0,100.3965798,100.3965798
2018-04-18,0,0,0,0,0,0,0,108.3522856,108.3522856
2018-04-19,0,0,0,0,0,0,0,141.2342184,141.2342184
2018-04-20,0,0,0,0,0,0,0,217.3720307,217.3720307
2018-04-23,0,0,0,0,0,0,0,362.4372361,362.4372361
2018-04-24,0,0,0,0,0,0,0,365.568246,365.568246
2018-04-25,0,0,0,0,0,0,0,420.0232821,420.0232821
2018-04-26,0,0,0,0,0,0,0,475.8272284,475.8272284
2018-04-27,0,0,0,0,0,0,0,488.1289522,488.1289522
2018-04-30,0,0,0,0,0,0,0,837.626043,837.626043
2018-05-01,0,198.0896299,0,0,0,0,0,0,198.0896299
2018-05-02,0,161.4770428,0,0,0,0,0,0,161.4770428
2018-05-03,0,195.7083892,0,0,0,0,0,0,195.7083892
2018-05-04,0,196.8962134,0,0,0,0,0,0,196.8962134
2018-05-07,0,186.0103058,0,0,0,0,0,0,186.0103058
2018-05-08,0,174.0465656,0,0,0,0,0,0,174.0465656
2018-05-09,0,121.0217673,0,0,0,0,0,0,121.0217673
2018-05-10,0,211.4777175,0,0,0,0,0,0,211.4777175
2018-05-11,0,118.0162476,0,0,0,0,0,0,118.0162476
2018-05-14,0,75.05327086,0,0,0,0,0,0,75.05327086
2018-05-15,0,9.028922706,0,0,0,0,0,0,9.028922706
2018-05-16,0,-47.91235324,0,0,0,0,0,0,-47.91235324
2018-05-17,0,-87.13319092,0,0,0,0,0,0,-87.13319092
2018-05-18,0,-184.4491452,0,0,0,0,0,0,-184.4491452
2018-05-21,0,-90.44232189,0,0,0,0,0,0,-90.44232189
2018-05-22,0,-49.08405749,0,0,0,0,0,0,-49.08405749
2018-05-23,0,8.087977898,0,0,0,0,0,0,8.087977898
2018-05-24,0,-63.80864212,0,0,0,0,0,0,-63.80864212
2018-05-25,0,-109.1183306,0,0,0,0,0,0,-109.1183306
2018-05-28,0,-187.4588688,0,0,0,0,0,0,-187.4588688
2018-05-29,0,-43.08659602,0,0,0,0,0,0,-43.08659602
2018-05-30,0,37.73829048,0,0,0,0,0,0,37.73829048
2018-05-31,0,354.498975,0,0,0,0,0,0,354.498975
2018-06-01,0,215.0308792,0,0,0,0,0,0,215.0308792
2018-06-04,0,239.0228268,0,0,0,0,0,0,239.0228268
2018-06-05,0,210.4696593,0,0,0,0,0,0,210.4696593
2018-06-06,0,150.6259525,0,0,0,0,0,0,150.6259525
2018-06-07,0,108.1958551,0,0,0,0,0,0,108.1958551
2018-06-08,0,339.9507104,0,0,0,0,0,0,339.9507104
2018-06-11,0,381.7059281,0,0,0,0,0,0,381.7059281
2018-06-12,0,372.8862768,0,0,0,0,0,0,372.8862768
2018-06-13,0,357.4816157,0,0,0,0,0,0,357.4816157
2018-06-14,0,404.4984348,0,0,0,0,0,0,404.4984348
2018-06-15,0,461.697522,0,0,0,0,0,0,461.697522
2018-06-18,0,517.4360055,0,0,0,0,0,0,517.4360055
2018-06-19,0,507.3699225,0,0,0,0,0,0,507.3699225
2018-06-20,0,541.844763,0,0,0,0,0,0,541.844763
2018-06-21,0,565.2245655,0,0,0,0,0,0,565.2245655
2018-06-22,0,600.3799931,0,0,0,0,0,0,600.3799931
2018-06-25,0,807.7628615,0,0,0,0,0,0,807.7628615
2018-06-26,0,612.5085742,0,0,0,0,0,0,612.5085742
2018-06-27,0,328.5056131,0,0,0,0,0,0,328.5056131
2018-06-28,0,601.0595019,0,0,0,0,0,0,601.0595019
2018-06-29,0,0,0,0,0,0,0,0,0
2018-07-02,272.5258972,0,0,0,0,0,0,0,272.5258972
2018-07-03,235.2729355,0,0,0,0,0,0,0,235.2729355
2018-07-04,232.2612793,0,0,0,0,0,0,0,232.2612793
2018-07-05,252.6696687,0,0,0,0,0,0,0,252.6696687
2018-07-06,251.9407298,0,0,0,0,0,0,0,251.9407298
2018-07-09,204.5317755,0,0,0,0,0,0,0,204.5317755
2018-07-10,251.4089918,0,0,0,0,0,0,0,251.4089918
2018-07-11,383.9309232,0,0,0,0,0,0,0,383.9309232
2018-07-12,321.0296658,0,0,0,0,0,0,0,321.0296658
2018-07-13,363.6777584,0,0,0,0,0,0,0,363.6777584
2018-07-16,303.7994274,0,0,0,0,0,0,0,303.7994274
2018-07-17,308.5485958,0,0,0,0,0,0,0,308.5485958
2018-07-18,508.9542807,0,0,0,0,0,0,0,508.9542807
2018-07-19,350.4169261,0,0,0,0,0,0,0,350.4169261
2018-07-20,659.9526846,0,0,0,0,0,0,0,659.9526846
2018-07-23,214.1502405,0,0,0,0,0,0,0,214.1502405
2018-07-24,357.3329917,0,0,0,0,0,0,0,357.3329917
2018-07-25,381.6805087,0,0,0,0,0,0,0,381.6805087
2018-07-26,-795.9539211,0,0,0,0,0,0,0,-795.9539211
2018-07-27,37.97476519,0,0,0,0,0,0,0,37.97476519
2018-07-30,151.3042853,0,0,0,0,0,0,0,151.3042853
2018-07-31,507.5654291,0,0,0,0,0,0,0,507.5654291
2018-08-01,185.4720271,0,0,0,0,0,0,0,185.4720271
2018-08-02,219.8435316,0,0,0,0,0,0,0,219.8435316
2018-08-03,176.8606058,0,0,0,0,0,0,0,176.8606058
2018-08-06,193.2459513,0,0,0,0,0,0,0,193.2459513
2018-08-07,198.6912338,0,0,0,0,0,0,0,198.6912338
2018-08-08,209.7650584,0,0,0,0,0,0,0,209.7650584
2018-08-09,183.1013957,0,0,0,0,0,0,0,183.1013957
2018-08-10,201.2340103,0,0,0,0,0,0,0,201.2340103
2018-08-13,167.2967534,0,0,0,0,0,0,0,167.2967534
2018-08-14,183.4803481,0,0,0,0,0,0,0,183.4803481
2018-08-15,110.9248841,0,0,0,0,0,0,0,110.9248841
2018-08-16,292.5073115,0,0,0,0,0,0,0,292.5073115
2018-08-17,271.5078176,0,0,0,0,0,0,0,271.5078176
2018-08-20,286.122028,0,0,0,0,0,0,0,286.122028
2018-08-21,390.2657609,0,0,0,0,0,0,0,390.2657609
2018-08-22,274.9282627,0,0,0,0,0,0,0,274.9282627
2018-08-23,476.5660486,0,0,0,0,0,0,0,476.5660486
2018-08-24,471.6779295,0,0,0,0,0,0,0,471.6779295
2018-08-27,812.1789271,0,0,0,0,0,0,0,812.1789271
2018-08-28,548.1293239,0,0,0,0,0,0,0,548.1293239
2018-08-29,751.5245674,0,0,0,0,0,0,0,751.5245674
2018-08-30,3186.141997,0,0,0,0,0,0,0,3186.141997
2018-08-31,0,0,0,0,0,0,0,0,0
2018-09-03,212.8696626,0,0,0,0,0,0,0,212.8696626
2018-09-04,277.9947245,0,0,0,0,0,0,0,277.9947245
2018-09-05,292.1912186,0,0,0,0,0,0,0,292.1912186
2018-09-06,299.9669234,0,0,0,0,0,0,0,299.9669234
2018-09-07,290.9411549,0,0,0,0,0,0,0,290.9411549
2018-09-10,336.1747986,0,0,0,0,0,0,0,336.1747986
2018-09-11,350.7785504,0,0,0,0,0,0,0,350.7785504
2018-09-12,162.5834328,0,0,0,0,0,0,0,162.5834328
2018-09-13,247.0843389,0,0,0,0,0,0,0,247.0843389
2018-09-14,154.3166761,0,0,0,0,0,0,0,154.3166761
2018-09-17,363.0306922,0,0,0,0,0,0,0,363.0306922
2018-09-18,394.2001005,0,0,0,0,0,0,0,394.2001005
2018-09-19,302.2164675,0,0,0,0,0,0,0,302.2164675
2018-09-20,251.2263129,0,0,0,0,0,0,0,251.2263129
2018-09-21,267.2321785,0,0,0,0,0,0,0,267.2321785
2018-09-24,624.113138,0,0,0,0,0,0,0,624.113138
2018-09-25,300.6070307,0,0,0,0,0,0,0,300.6070307
2018-09-26,-105.4685144,0,0,0,0,0,0,0,-105.4685144
2018-09-27,247.491078,0,0,0,0,0,0,0,247.491078
2018-09-28,514.2323714,0,0,0,0,0,0,0,514.2323714
2018-10-01,268.2214269,0,0,0,0,0,0,0,268.2214269
2018-10-02,280.0070053,0,0,0,0,0,0,0,280.0070053
2018-10-03,279.1756302,0,0,0,0,0,0,0,279.1756302
2018-10-04,330.5924048,0,0,0,0,0,0,0,330.5924048
2018-10-05,330.6265251,0,0,0,0,0,0,0,330.6265251
2018-10-08,519.1737801,0,0,0,0,0,0,0,519.1737801
2018-10-09,372.3547397,0,0,0,0,0,0,0,372.3547397
2018-10-10,304.7396066,0,0,0,0,0,0,0,304.7396066
2018-10-11,365.3448643,0,0,0,0,0,0,0,365.3448643
2018-10-12,199.7456878,0,0,0,0,0,0,0,199.7456878
2018-10-15,284.7612161,0,0,0,0,0,0,0,284.7612161
2018-10-16,219.3318934,0,0,0,0,0,0,0,219.3318934
2018-10-17,-6.83429506,0,0,0,0,0,0,0,-6.83429506
2018-10-18,214.955322,0,0,0,0,0,0,0,214.955322
2018-10-19,213.4498029,0,0,0,0,0,0,0,213.4498029
2018-10-22,114.1780438,0,0,0,0,0,0,0,114.1780438
2018-10-23,328.1438772,0,0,0,0,0,0,0,328.1438772
2018-10-24,135.6507786,0,0,0,0,0,0,0,135.6507786
2018-10-25,-131.6228977,0,0,0,0,0,0,0,-131.6228977
2018-10-26,59.68483798,0,0,0,0,0,0,0,59.68483798
2018-10-29,490.736862,0,0,0,0,0,0,0,490.736862
2018-10-30,-7070.644487,0,0,0,0,0,0,0,-7070.644487
2018-10-31,1318.206913,0,0,0,0,0,0,0,1318.206913
2018-11-01,0,0,0,0,0,138.6428003,0,0,138.6428003
2018-11-02,0,0,0,0,0,106.8441881,0,0,106.8441881
2018-11-05,0,0,0,0,0,132.3473459,0,0,132.3473459
2018-11-06,0,0,0,0,0,122.7134266,0,0,122.7134266
2018-11-07,0,0,0,0,0,93.24067709,0,0,93.24067709
2018-11-08,0,0,0,0,0,20.59672975,0,0,20.59672975
2018-11-09,0,0,0,0,0,55.18044765,0,0,55.18044765
2018-11-12,0,0,0,0,0,76.30723814,0,0,76.30723814
2018-11-13,0,0,0,0,0,86.34995238,0,0,86.34995238
2018-11-14,0,0,0,0,0,130.2519956,0,0,130.2519956
2018-11-15,0,0,0,0,0,149.7414035,0,0,149.7414035
2018-11-16,0,0,0,0,0,262.9992002,0,0,262.9992002
2018-11-19,0,0,0,0,0,315.5683732,0,0,315.5683732
2018-11-20,0,0,0,0,0,317.1429488,0,0,317.1429488
2018-11-21,0,0,0,0,0,258.3854081,0,0,258.3854081
2018-11-22,0,0,0,0,0,301.0273819,0,0,301.0273819
2018-11-23,0,0,0,0,0,335.9800505,0,0,335.9800505
2018-11-26,0,0,0,0,0,144.6793095,0,0,144.6793095
2018-11-27,0,0,0,0,0,-13.09169395,0,0,-13.09169395
2018-11-28,0,0,0,0,0,-21.75552499,0,0,-21.75552499
2018-11-29,0,0,0,0,0,-47.63634811,0,0,-47.63634811
2018-11-30,0,0,0,0,0,0,0,0,0
2018-12-03,161.2915003,0,0,0,0,0,0,0,161.2915003
2018-12-04,177.292271,0,0,0,0,0,0,0,177.292271
2018-12-05,201.846182,0,0,0,0,0,0,0,201.846182
2018-12-06,202.194732,0,0,0,0,0,0,0,202.194732
2018-12-07,229.4826001,0,0,0,0,0,0,0,229.4826001
2018-12-10,233.921102,0,0,0,0,0,0,0,233.921102
2018-12-11,220.4586639,0,0,0,0,0,0,0,220.4586639
2018-12-12,252.7706959,0,0,0,0,0,0,0,252.7706959
2018-12-13,284.5967465,0,0,0,0,0,0,0,284.5967465
2018-12-14,275.878767,0,0,0,0,0,0,0,275.878767
2018-12-17,305.9680726,0,0,0,0,0,0,0,305.9680726
2018-12-18,283.3269899,0,0,0,0,0,0,0,283.3269899
2018-12-19,286.2499539,0,0,0,0,0,0,0,286.2499539
2018-12-20,277.5185946,0,0,0,0,0,0,0,277.5185946
2018-12-21,308.6490042,0,0,0,0,0,0,0,308.6490042
2018-12-24,383.7158895,0,0,0,0,0,0,0,383.7158895
2018-12-25,523.0933194,0,0,0,0,0,0,0,523.0933194
2018-12-26,523.6717849,0,0,0,0,0,0,0,523.6717849
2018-12-27,312.8399556,0,0,0,0,0,0,0,312.8399556
2018-12-28,1042.608964,0,0,0,0,0,0,0,1042.608964
2018-12-31,2337.967202,0,0,0,0,0,0,0,2337.967202
2019-01-01,0,0,0,0,0,0,0,98.75292535,98.75292535
2019-01-02,0,0,0,0,0,0,0,117.665177,117.665177
2019-01-03,0,0,0,0,0,0,0,140.578975,140.578975
2019-01-04,0,0,0,0,0,0,0,124.682561,124.682561
2019-01-07,0,0,0,0,0,0,0,100.6141402,100.6141402
2019-01-08,0,0,0,0,0,0,0,94.1003882,94.1003882
2019-01-09,0,0,0,0,0,0,0,64.40897331,64.40897331
2019-01-10,0,0,0,0,0,0,0,66.96739344,66.96739344
2019-01-11,0,0,0,0,0,0,0,71.14915644,71.14915644
2019-01-14,0,0,0,0,0,0,0,72.36133695,72.36133695
2019-01-15,0,0,0,0,0,0,0,63.6651269,63.6651269
2019-01-16,0,0,0,0,0,0,0,55.28640645,55.28640645
2019-01-17,0,0,0,0,0,0,0,65.82296096,65.82296096
2019-01-18,0,0,0,0,0,0,0,39.84604844,39.84604844
2019-01-21,0,0,0,0,0,0,0,39.26079675,39.26079675
2019-01-22,0,0,0,0,0,0,0,87.76658516,87.76658516
2019-01-23,0,0,0,0,0,0,0,54.10441797,54.10441797
2019-01-24,0,0,0,0,0,0,0,74.97338154,74.97338154
2019-01-25,0,0,0,0,0,0,0,9.017360704,9.017360704
2019-01-28,0,0,0,0,0,0,0,3.425480355,3.425480355
2019-01-29,0,0,0,0,0,0,0,0.907774733,0.907774733
2019-01-30,0,0,0,0,0,0,0,2.54E-06,2.54E-06
2019-01-31,0,0,0,0,0,0,0,9.53E-17,9.53E-17
2019-02-01,0,0,0,0,-2527.580899,0,0,0,-2527.580899
2019-02-04,0,0,0,0,-2434.62943,0,0,0,-2434.62943
2019-02-05,0,0,0,0,-2340.290213,0,0,0,-2340.290213
2019-02-06,0,0,0,0,-2090.117533,0,0,0,-2090.117533
2019-02-07,0,0,0,0,-1911.161427,0,0,0,-1911.161427
2019-02-08,0,0,0,0,-1701.877151,0,0,0,-1701.877151
2019-02-11,0,0,0,0,-1080.752671,0,0,0,-1080.752671
2019-02-12,0,0,0,0,-1479.105332,0,0,0,-1479.105332
2019-02-13,0,0,0,0,-785.8705415,0,0,0,-785.8705415
2019-02-14,0,0,0,0,-1053.298373,0,0,0,-1053.298373
2019-02-15,0,0,0,0,-996.893711,0,0,0,-996.893711
2019-02-18,0,0,0,0,-842.2080078,0,0,0,-842.2080078
2019-02-19,0,0,0,0,-1041.49541,0,0,0,-1041.49541
2019-02-20,0,0,0,0,-925.8372527,0,0,0,-925.8372527
2019-02-21,0,0,0,0,-740.9618786,0,0,0,-740.9618786
2019-02-22,0,0,0,0,-541.7108712,0,0,0,-541.7108712
2019-02-25,0,0,0,0,-304.2674434,0,0,0,-304.2674434
2019-02-26,0,0,0,0,-452.6050299,0,0,0,-452.6050299
2019-02-27,0,0,0,0,-133.8111572,0,0,0,-133.8111572
2019-02-28,0,0,0,0,-36.79048224,0,0,0,-36.79048224
2019-03-01,0,0,0,0,-2541.182392,0,0,0,-2541.182392
2019-03-04,0,0,0,0,-2456.777787,0,0,0,-2456.777787
2019-03-05,0,0,0,0,-2360.018364,0,0,0,-2360.018364
2019-03-06,0,0,0,0,-2320.00597,0,0,0,-2320.00597
2019-03-07,0,0,0,0,-1596.515517,0,0,0,-1596.515517
2019-03-08,0,0,0,0,-1794.501423,0,0,0,-1794.501423
2019-03-11,0,0,0,0,-1706.343376,0,0,0,-1706.343376
2019-03-12,0,0,0,0,-1963.961481,0,0,0,-1963.961481
2019-03-13,0,0,0,0,-2085.399975,0,0,0,-2085.399975
2019-03-14,0,0,0,0,-1936.574365,0,0,0,-1936.574365
2019-03-15,0,0,0,0,-1985.856615,0,0,0,-1985.856615
2019-03-18,0,0,0,0,-1852.156391,0,0,0,-1852.156391
2019-03-19,0,0,0,0,-1826.181247,0,0,0,-1826.181247
2019-03-20,0,0,0,0,-1611.911092,0,0,0,-1611.911092
2019-03-21,0,0,0,0,-1702.564128,0,0,0,-1702.564128
2019-03-22,0,0,0,0,-1380.825392,0,0,0,-1380.825392
2019-03-25,0,0,0,0,-1143.679481,0,0,0,-1143.679481
2019-03-26,0,0,0,0,-604.8688675,0,0,0,-604.8688675
2019-03-27,0,0,0,0,-344.5376668,0,0,0,-344.5376668
2019-03-28,0,0,0,0,-107.431066,0,0,0,-107.431066
2019-03-29,0,0,0,0,-19.92510003,0,0,0,-19.92510003
2019-04-01,0,0,0,0,0,126.4765326,0,0,126.4765326
2019-04-02,0,0,0,0,0,122.9384919,0,0,122.9384919
2019-04-03,0,0,0,0,0,114.8381318,0,0,114.8381318
2019-04-04,0,0,0,0,0,102.3298021,0,0,102.3298021
2019-04-05,0,0,0,0,0,91.75178408,0,0,91.75178408
2019-04-08,0,0,0,0,0,135.6279948,0,0,135.6279948
2019-04-09,0,0,0,0,0,164.405676,0,0,164.405676
2019-04-10,0,0,0,0,0,173.5806459,0,0,173.5806459
2019-04-11,0,0,0,0,0,121.7802655,0,0,121.7802655
2019-04-12,0,0,0,0,0,79.3915096,0,0,79.3915096
2019-04-15,0,0,0,0,0,80.67078447,0,0,80.67078447
2019-04-16,0,0,0,0,0,81.56614769,0,0,81.56614769
2019-04-17,0,0,0,0,0,72.59567696,0,0,72.59567696
2019-04-18,0,0,0,0,0,95.15389205,0,0,95.15389205
2019-04-19,0,0,0,0,0,102.3029284,0,0,102.3029284
2019-04-22,0,0,0,0,0,121.5775831,0,0,121.5775831
2019-04-23,0,0,0,0,0,165.6240593,0,0,165.6240593
2019-04-24,0,0,0,0,0,121.5315347,0,0,121.5315347
2019-04-25,0,0,0,0,0,426.1006595,0,0,426.1006595
2019-04-26,0,0,0,0,0,440.8288408,0,0,440.8288408
2019-04-29,0,0,0,0,0,435.1129568,0,0,435.1129568
2019-04-30,0,0,0,0,0,925.2394561,0,0,925.2394561
2019-05-01,0,0,0,0,0,124.0156863,0,0,124.0156863
2019-05-02,0,0,0,0,0,107.6729725,0,0,107.6729725
2019-05-03,0,0,0,0,0,135.5017304,0,0,135.5017304
2019-05-06,0,0,0,0,0,184.1952288,0,0,184.1952288
2019-05-07,0,0,0,0,0,204.8109208,0,0,204.8109208
2019-05-08,0,0,0,0,0,215.3278395,0,0,215.3278395
2019-05-09,0,0,0,0,0,235.3393079,0,0,235.3393079
2019-05-10,0,0,0,0,0,198.0542485,0,0,198.0542485
2019-05-13,0,0,0,0,0,181.3213756,0,0,181.3213756
2019-05-14,0,0,0,0,0,161.7865521,0,0,161.7865521
2019-05-15,0,0,0,0,0,156.0684608,0,0,156.0684608
2019-05-16,0,0,0,0,0,165.2596643,0,0,165.2596643
2019-05-17,0,0,0,0,0,218.8898534,0,0,218.8898534
2019-05-20,0,0,0,0,0,181.0482598,0,0,181.0482598
2019-05-21,0,0,0,0,0,238.3258823,0,0,238.3258823
2019-05-22,0,0,0,0,0,199.1750214,0,0,199.1750214
