Date,USDCNY_vega,USDBRL_vega,USDZAR_vega,USDRUB_vega,EURUSD_vega,USDJPY_vega,USDMXN_vega,USDCAD_vega,Total_vega,,Date,Total_vega
2018-09-13,1540.005903,0,0,0,0,0,0,0,1540.005903,,2018-09-13,1540.005903
2018-09-14,1386.441839,0,0,0,0,0,0,0,1386.441839,,2018-09-14,1386.441839
2018-09-17,1209.572935,0,0,0,0,0,0,0,1209.572935,,2018-09-17,1209.572935
2018-09-18,1091.208417,0,0,0,0,0,0,0,1091.208417,,2018-09-18,1091.208417
2018-09-19,1258.977138,0,0,0,0,0,0,0,1258.977138,,2018-09-19,1258.977138
2018-09-20,1214.687537,0,0,0,0,0,0,0,1214.687537,,2018-09-20,1214.687537
2018-09-21,1104.360589,0,0,0,0,0,0,0,1104.360589,,2018-09-21,1104.360589
2018-09-24,779.98229,0,0,0,0,0,0,0,779.98229,,2018-09-24,779.98229
2018-09-25,659.746603,0,0,0,0,0,0,0,659.746603,,2018-09-25,659.746603
2018-09-26,322.5321287,0,0,0,0,0,0,0,322.5321287,,2018-09-26,322.5321287
2018-09-27,111.2437839,0,0,0,0,0,0,0,111.2437839,,2018-09-27,111.2437839
2018-09-28,157.3226526,0,0,0,0,0,0,0,157.3226526,,2018-09-28,157.3226526
2018-10-01,2847.560072,0,0,0,0,0,0,0,2847.560072,,2018-10-01,2847.560072
2018-10-02,2812.435817,0,0,0,0,0,0,0,2812.435817,,2018-10-02,2812.435817
2018-10-03,2787.868266,0,0,0,0,0,0,0,2787.868266,,2018-10-03,2787.868266
2018-10-04,2744.312283,0,0,0,0,0,0,0,2744.312283,,2018-10-04,2744.312283
2018-10-05,2714.233384,0,0,0,0,0,0,0,2714.233384,,2018-10-05,2714.233384
2018-10-08,1705.485206,0,0,0,0,0,0,0,1705.485206,,2018-10-08,1705.485206
2018-10-09,2051.490948,0,0,0,0,0,0,0,2051.490948,,2018-10-09,2051.490948
2018-10-10,2072.266139,0,0,0,0,0,0,0,2072.266139,,2018-10-10,2072.266139
2018-10-11,2410.573257,0,0,0,0,0,0,0,2410.573257,,2018-10-11,2410.573257
2018-10-12,2159.858877,0,0,0,0,0,0,0,2159.858877,,2018-10-12,2159.858877
2018-10-15,2005.98171,0,0,0,0,0,0,0,2005.98171,,2018-10-15,2005.98171
2018-10-16,1989.873054,0,0,0,0,0,0,0,1989.873054,,2018-10-16,1989.873054
2018-10-17,1852.827955,0,0,0,0,0,0,0,1852.827955,,2018-10-17,1852.827955
2018-10-18,1334.387288,0,0,0,0,0,0,0,1334.387288,,2018-10-18,1334.387288
2018-10-19,1475.612972,0,0,0,0,0,0,0,1475.612972,,2018-10-19,1475.612972
2018-10-22,779.798388,0,0,0,0,0,0,0,779.798388,,2018-10-22,779.798388
2018-10-23,619.8234489,0,0,0,0,0,0,0,619.8234489,,2018-10-23,619.8234489
2018-10-24,509.0443963,0,0,0,0,0,0,0,509.0443963,,2018-10-24,509.0443963
2018-10-25,458.2341304,0,0,0,0,0,0,0,458.2341304,,2018-10-25,458.2341304
2018-10-26,395.8566457,0,0,0,0,0,0,0,395.8566457,,2018-10-26,395.8566457
2018-10-29,6.019780204,0,0,0,0,0,0,0,6.019780204,,2018-10-29,6.019780204
2018-10-30,35.11937657,0,0,0,0,0,0,0,35.11937657,,2018-10-30,35.11937657
2018-10-31,2.62E-05,0,0,0,0,0,0,0,2.62E-05,,2018-10-31,2.62E-05
2018-11-01,0,0,0,0,0,1826.875145,0,0,1826.875145,,2018-11-01,1826.875145
2018-11-02,0,0,0,0,0,1715.912993,0,0,1715.912993,,2018-11-02,1715.912993
2018-11-05,0,0,0,0,0,1648.143527,0,0,1648.143527,,2018-11-05,1648.143527
2018-11-06,0,0,0,0,0,1560.309469,0,0,1560.309469,,2018-11-06,1560.309469
2018-11-07,0,0,0,0,0,1459.675689,0,0,1459.675689,,2018-11-07,1459.675689
2018-11-08,0,0,0,0,0,1170.900771,0,0,1170.900771,,2018-11-08,1170.900771
2018-11-09,0,0,0,0,0,1240.323014,0,0,1240.323014,,2018-11-09,1240.323014
2018-11-12,0,0,0,0,0,1140.123027,0,0,1140.123027,,2018-11-12,1140.123027
2018-11-13,0,0,0,0,0,1111.507562,0,0,1111.507562,,2018-11-13,1111.507562
2018-11-14,0,0,0,0,0,1165.177422,0,0,1165.177422,,2018-11-14,1165.177422
2018-11-15,0,0,0,0,0,1133.709564,0,0,1133.709564,,2018-11-15,1133.709564
2018-11-16,0,0,0,0,0,1349.653625,0,0,1349.653625,,2018-11-16,1349.653625
2018-11-19,0,0,0,0,0,1250.134068,0,0,1250.134068,,2018-11-19,1250.134068
2018-11-20,0,0,0,0,0,1163.043811,0,0,1163.043811,,2018-11-20,1163.043811
2018-11-21,0,0,0,0,0,987.2991197,0,0,987.2991197,,2018-11-21,987.2991197
2018-11-22,0,0,0,0,0,970.1711604,0,0,970.1711604,,2018-11-22,970.1711604
2018-11-23,0,0,0,0,0,900.8175603,0,0,900.8175603,,2018-11-23,900.8175603
2018-11-26,0,0,0,0,0,311.624082,0,0,311.624082,,2018-11-26,311.624082
2018-11-27,0,0,0,0,0,117.3197194,0,0,117.3197194,,2018-11-27,117.3197194
2018-11-28,0,0,0,0,0,66.0792133,0,0,66.0792133,,2018-11-28,66.0792133
2018-11-29,0,0,0,0,0,20.61695033,0,0,20.61695033,,2018-11-29,20.61695033
2018-11-30,0,0,0,0,0,0,0,0,0,,2018-11-30,0
2018-12-03,2294.281461,0,0,0,0,0,0,0,2294.281461,,2018-12-03,2294.281461
2018-12-04,2090.284688,0,0,0,0,0,0,0,2090.284688,,2018-12-04,2090.284688
2018-12-05,2178.535594,0,0,0,0,0,0,0,2178.535594,,2018-12-05,2178.535594
2018-12-06,2144.193554,0,0,0,0,0,0,0,2144.193554,,2018-12-06,2144.193554
2018-12-07,2131.160015,0,0,0,0,0,0,0,2131.160015,,2018-12-07,2131.160015
2018-12-10,1830.688204,0,0,0,0,0,0,0,1830.688204,,2018-12-10,1830.688204
2018-12-11,1901.486591,0,0,0,0,0,0,0,1901.486591,,2018-12-11,1901.486591
2018-12-12,1954.540707,0,0,0,0,0,0,0,1954.540707,,2018-12-12,1954.540707
2018-12-13,1911.134372,0,0,0,0,0,0,0,1911.134372,,2018-12-13,1911.134372
2018-12-14,1700.977458,0,0,0,0,0,0,0,1700.977458,,2018-12-14,1700.977458
2018-12-17,1646.407243,0,0,0,0,0,0,0,1646.407243,,2018-12-17,1646.407243
2018-12-18,1619.756934,0,0,0,0,0,0,0,1619.756934,,2018-12-18,1619.756934
2018-12-19,1593.478401,0,0,0,0,0,0,0,1593.478401,,2018-12-19,1593.478401
2018-12-20,1530.330188,0,0,0,0,0,0,0,1530.330188,,2018-12-20,1530.330188
2018-12-21,1182.811802,0,0,0,0,0,0,0,1182.811802,,2018-12-21,1182.811802
2018-12-24,1091.799003,0,0,0,0,0,0,0,1091.799003,,2018-12-24,1091.799003
2018-12-25,1129.486582,0,0,0,0,0,0,0,1129.486582,,2018-12-25,1129.486582
2018-12-26,1085.04838,0,0,0,0,0,0,0,1085.04838,,2018-12-26,1085.04838
2018-12-27,976.2419134,0,0,0,0,0,0,0,976.2419134,,2018-12-27,976.2419134
2018-12-28,905.773337,0,0,0,0,0,0,0,905.773337,,2018-12-28,905.773337
2018-12-31,459.5462194,0,0,0,0,0,0,0,459.5462194,,2018-12-31,459.5462194
2019-01-01,0,0,0,0,0,0,0,1569.741576,1569.741576,,2019-01-01,1569.741576
2019-01-02,0,0,0,0,0,0,0,1557.266541,1557.266541,,2019-01-02,1557.266541
2019-01-03,0,0,0,0,0,0,0,1456.3586,1456.3586,,2019-01-03,1456.3586
2019-01-04,0,0,0,0,0,0,0,1139.437759,1139.437759,,2019-01-04,1139.437759
2019-01-07,0,0,0,0,0,0,0,784.6183546,784.6183546,,2019-01-07,784.6183546
2019-01-08,0,0,0,0,0,0,0,684.1905299,684.1905299,,2019-01-08,684.1905299
2019-01-09,0,0,0,0,0,0,0,441.7822415,441.7822415,,2019-01-09,441.7822415
2019-01-10,0,0,0,0,0,0,0,453.9327661,453.9327661,,2019-01-10,453.9327661
2019-01-11,0,0,0,0,0,0,0,478.6264664,478.6264664,,2019-01-11,478.6264664
2019-01-14,0,0,0,0,0,0,0,418.5561196,418.5561196,,2019-01-14,418.5561196
2019-01-15,0,0,0,0,0,0,0,340.1086066,340.1086066,,2019-01-15,340.1086066
2019-01-16,0,0,0,0,0,0,0,276.1198055,276.1198055,,2019-01-16,276.1198055
2019-01-17,0,0,0,0,0,0,0,307.3048702,307.3048702,,2019-01-17,307.3048702
2019-01-18,0,0,0,0,0,0,0,182.2103911,182.2103911,,2019-01-18,182.2103911
2019-01-21,0,0,0,0,0,0,0,143.6033402,143.6033402,,2019-01-21,143.6033402
2019-01-22,0,0,0,0,0,0,0,283.7655638,283.7655638,,2019-01-22,283.7655638
2019-01-23,0,0,0,0,0,0,0,165.6159621,165.6159621,,2019-01-23,165.6159621
2019-01-24,0,0,0,0,0,0,0,187.561286,187.561286,,2019-01-24,187.561286
2019-01-25,0,0,0,0,0,0,0,18.08397767,18.08397767,,2019-01-25,18.08397767
2019-01-28,0,0,0,0,0,0,0,3.880901369,3.880901369,,2019-01-28,3.880901369
2019-01-29,0,0,0,0,0,0,0,0.773644861,0.773644861,,2019-01-29,0.773644861
2019-01-30,0,0,0,0,0,0,0,1.46E-06,1.46E-06,,2019-01-30,1.46E-06
2019-01-31,0,0,0,0,0,0,0,2.74E-17,2.74E-17,,2019-01-31,2.74E-17
2019-02-01,0,0,0,0,2206.338076,0,0,0,2206.338076,,2019-02-01,2206.338076
2019-02-04,0,0,0,0,2128.544702,0,0,0,2128.544702,,2019-02-04,2128.544702
2019-02-05,0,0,0,0,2051.806254,0,0,0,2051.806254,,2019-02-05,2051.806254
2019-02-06,0,0,0,0,1839.568327,0,0,0,1839.568327,,2019-02-06,1839.568327
2019-02-07,0,0,0,0,1685.178932,0,0,0,1685.178932,,2019-02-07,1685.178932
2019-02-08,0,0,0,0,1503.026716,0,0,0,1503.026716,,2019-02-08,1503.026716
2019-02-11,0,0,0,0,958.4539469,0,0,0,958.4539469,,2019-02-11,958.4539469
2019-02-12,0,0,0,0,1305.937959,0,0,0,1305.937959,,2019-02-12,1305.937959
2019-02-13,0,0,0,0,697.8692314,0,0,0,697.8692314,,2019-02-13,697.8692314
2019-02-14,0,0,0,0,932.5350798,0,0,0,932.5350798,,2019-02-14,932.5350798
2019-02-15,0,0,0,0,882.51922,0,0,0,882.51922,,2019-02-15,882.51922
2019-02-18,0,0,0,0,744.591997,0,0,0,744.591997,,2019-02-18,744.591997
2019-02-19,0,0,0,0,918.3453045,0,0,0,918.3453045,,2019-02-19,918.3453045
2019-02-20,0,0,0,0,816.5789846,0,0,0,816.5789846,,2019-02-20,816.5789846
2019-02-21,0,0,0,0,653.6360962,0,0,0,653.6360962,,2019-02-21,653.6360962
2019-02-22,0,0,0,0,477.9098996,0,0,0,477.9098996,,2019-02-22,477.9098996
2019-02-25,0,0,0,0,267.8882227,0,0,0,267.8882227,,2019-02-25,267.8882227
2019-02-26,0,0,0,0,397.4054174,0,0,0,397.4054174,,2019-02-26,397.4054174
2019-02-27,0,0,0,0,117.6879131,0,0,0,117.6879131,,2019-02-27,117.6879131
2019-02-28,0,0,0,0,32.35465855,0,0,0,32.35465855,,2019-02-28,32.35465855
2019-03-01,0,0,0,0,2235.972188,0,0,0,2235.972188,,2019-03-01,2235.972188
2019-03-04,0,0,0,0,2166.470712,0,0,0,2166.470712,,2019-03-04,2166.470712
2019-03-05,0,0,0,0,2087.03428,0,0,0,2087.03428,,2019-03-05,2087.03428
2019-03-06,0,0,0,0,2051.831582,0,0,0,2051.831582,,2019-03-06,2051.831582
2019-03-07,0,0,0,0,1426.351753,0,0,0,1426.351753,,2019-03-07,1426.351753
2019-03-08,0,0,0,0,1597.242032,0,0,0,1597.242032,,2019-03-08,1597.242032
2019-03-11,0,0,0,0,1517.424078,0,0,0,1517.424078,,2019-03-11,1517.424078
2019-03-12,0,0,0,0,1739.866656,0,0,0,1739.866656,,2019-03-12,1739.866656
2019-03-13,0,0,0,0,1841.087645,0,0,0,1841.087645,,2019-03-13,1841.087645
2019-03-14,0,0,0,0,1713.17619,0,0,0,1713.17619,,2019-03-14,1713.17619
2019-03-15,0,0,0,0,1753.360953,0,0,0,1753.360953,,2019-03-15,1753.360953
2019-03-18,0,0,0,0,1633.727081,0,0,0,1633.727081,,2019-03-18,1633.727081
2019-03-19,0,0,0,0,1608.686793,0,0,0,1608.686793,,2019-03-19,1608.686793
2019-03-20,0,0,0,0,1412.346528,0,0,0,1412.346528,,2019-03-20,1412.346528
2019-03-21,0,0,0,0,1496.891268,0,0,0,1496.891268,,2019-03-21,1496.891268
2019-03-22,0,0,0,0,1221.753134,0,0,0,1221.753134,,2019-03-22,1221.753134
2019-03-25,0,0,0,0,1011.032073,0,0,0,1011.032073,,2019-03-25,1011.032073
2019-03-26,0,0,0,0,536.8976278,0,0,0,536.8976278,,2019-03-26,536.8976278
2019-03-27,0,0,0,0,306.4191274,0,0,0,306.4191274,,2019-03-27,306.4191274
2019-03-28,0,0,0,0,95.7410801,0,0,0,95.7410801,,2019-03-28,95.7410801
2019-03-29,0,0,0,0,17.76172226,0,0,0,17.76172226,,2019-03-29,17.76172226
2019-04-01,0,0,0,0,0,2192.264421,0,0,2192.264421,,2019-04-01,2192.264421
2019-04-02,0,0,0,0,0,2164.311279,0,0,2164.311279,,2019-04-02,2164.311279
2019-04-03,0,0,0,0,0,2102.437812,0,0,2102.437812,,2019-04-03,2102.437812
2019-04-04,0,0,0,0,0,2017.626167,0,0,2017.626167,,2019-04-04,2017.626167
2019-04-05,0,0,0,0,0,1945.59068,0,0,1945.59068,,2019-04-05,1945.59068
2019-04-08,0,0,0,0,0,1949.007707,0,0,1949.007707,,2019-04-08,1949.007707
2019-04-09,0,0,0,0,0,1974.15118,0,0,1974.15118,,2019-04-09,1974.15118
2019-04-10,0,0,0,0,0,1932.015373,0,0,1932.015373,,2019-04-10,1932.015373
2019-04-11,0,0,0,0,0,1747.92197,0,0,1747.92197,,2019-04-11,1747.92197
2019-04-12,0,0,0,0,0,1490.160827,0,0,1490.160827,,2019-04-12,1490.160827
2019-04-15,0,0,0,0,0,1296.965695,0,0,1296.965695,,2019-04-15,1296.965695
2019-04-16,0,0,0,0,0,1242.246631,0,0,1242.246631,,2019-04-16,1242.246631
2019-04-17,0,0,0,0,0,1133.590374,0,0,1133.590374,,2019-04-17,1133.590374
2019-04-18,0,0,0,0,0,1139.553267,0,0,1139.553267,,2019-04-18,1139.553267
2019-04-19,0,0,0,0,0,1092.777141,0,0,1092.777141,,2019-04-19,1092.777141
2019-04-22,0,0,0,0,0,870.0175759,0,0,870.0175759,,2019-04-22,870.0175759
2019-04-23,0,0,0,0,0,872.9507092,0,0,872.9507092,,2019-04-23,872.9507092
2019-04-24,0,0,0,0,0,626.69193,0,0,626.69193,,2019-04-24,626.69193
2019-04-25,0,0,0,0,0,974.5379194,0,0,974.5379194,,2019-04-25,974.5379194
2019-04-26,0,0,0,0,0,879.9942297,0,0,879.9942297,,2019-04-26,879.9942297
2019-04-29,0,0,0,0,0,363.9944652,0,0,363.9944652,,2019-04-29,363.9944652
2019-04-30,0,0,0,0,0,336.0487152,0,0,336.0487152,,2019-04-30,336.0487152
2019-05-01,0,0,0,0,0,2299.924306,0,0,2299.924306,,2019-05-01,2299.924306
2019-05-02,0,0,0,0,0,2238.749857,0,0,2238.749857,,2019-05-02,2238.749857
2019-05-03,0,0,0,0,0,2259.465717,0,0,2259.465717,,2019-05-03,2259.465717
2019-05-06,0,0,0,0,0,2109.284169,0,0,2109.284169,,2019-05-06,2109.284169
2019-05-07,0,0,0,0,0,1882.339657,0,0,1882.339657,,2019-05-07,1882.339657
2019-05-08,0,0,0,0,0,1776.221334,0,0,1776.221334,,2019-05-08,1776.221334
2019-05-09,0,0,0,0,0,1608.879981,0,0,1608.879981,,2019-05-09,1608.879981
2019-05-10,0,0,0,0,0,1538.093055,0,0,1538.093055,,2019-05-10,1538.093055
2019-05-13,0,0,0,0,0,1029.822848,0,0,1029.822848,,2019-05-13,1029.822848
2019-05-14,0,0,0,0,0,1006.808675,0,0,1006.808675,,2019-05-14,1006.808675
2019-05-15,0,0,0,0,0,919.6256045,0,0,919.6256045,,2019-05-15,919.6256045
2019-05-16,0,0,0,0,0,980.7478546,0,0,980.7478546,,2019-05-16,980.7478546
2019-05-17,0,0,0,0,0,1166.343873,0,0,1166.343873,,2019-05-17,1166.343873
2019-05-20,0,0,0,0,0,819.1431822,0,0,819.1431822,,2019-05-20,819.1431822
2019-05-21,0,0,0,0,0,1094.769751,0,0,1094.769751,,2019-05-21,1094.769751
2019-05-22,0,0,0,0,0,832.6140386,0,0,832.6140386,,2019-05-22,832.6140386
2019-05-23,0,0,0,0,0,339.7785994,0,0,339.7785994,,2019-05-23,339.7785994
2019-05-24,0,0,0,0,0,137.6512315,0,0,137.6512315,,2019-05-24,137.6512315
2019-05-27,0,0,0,0,0,31.85232831,0,0,31.85232831,,2019-05-27,31.85232831
2019-05-28,0,0,0,0,0,5.174112903,0,0,5.174112903,,2019-05-28,5.174112903
2019-05-29,0,0,0,0,0,2.208917808,0,0,2.208917808,,2019-05-29,2.208917808
2019-05-30,0,0,0,0,0,0.001687603,0,0,0.001687603,,2019-05-30,0.001687603
2019-05-31,0,0,0,0,0,0,0,0,0,,2019-05-31,0
2019-06-03,2618.47402,0,0,0,0,0,0,0,2618.47402,,2019-06-03,2618.47402
2019-06-04,2504.13703,0,0,0,0,0,0,0,2504.13703,,2019-06-04,2504.13703
2019-06-05,2489.84198,0,0,0,0,0,0,0,2489.84198,,2019-06-05,2489.84198
2019-06-06,2438.498857,0,0,0,0,0,0,0,2438.498857,,2019-06-06,2438.498857
2019-06-07,2359.24497,0,0,0,0,0,0,0,2359.24497,,2019-06-07,2359.24497
2019-06-10,2042.709256,0,0,0,0,0,0,0,2042.709256,,2019-06-10,2042.709256
2019-06-11,2210.257601,0,0,0,0,0,0,0,2210.257601,,2019-06-11,2210.257601
2019-06-12,2061.657958,0,0,0,0,0,0,0,2061.657958,,2019-06-12,2061.657958
2019-06-13,2015.555481,0,0,0,0,0,0,0,2015.555481,,2019-06-13,2015.555481
2019-06-14,1848.779322,0,0,0,0,0,0,0,1848.779322,,2019-06-14,1848.779322
2019-06-17,1714.035589,0,0,0,0,0,0,0,1714.035589,,2019-06-17,1714.035589
2019-06-18,1875.522988,0,0,0,0,0,0,0,1875.522988,,2019-06-18,1875.522988
2019-06-19,1832.372369,0,0,0,0,0,0,0,1832.372369,,2019-06-19,1832.372369
2019-06-20,1007.015974,0,0,0,0,0,0,0,1007.015974,,2019-06-20,1007.015974
2019-06-21,1332.747968,0,0,0,0,0,0,0,1332.747968,,2019-06-21,1332.747968
2019-06-24,1124.953409,0,0,0,0,0,0,0,1124.953409,,2019-06-24,1124.953409
2019-06-25,1084.797615,0,0,0,0,0,0,0,1084.797615,,2019-06-25,1084.797615
2019-06-26,864.5807798,0,0,0,0,0,0,0,864.5807798,,2019-06-26,864.5807798
2019-06-27,720.9582895,0,0,0,0,0,0,0,720.9582895,,2019-06-27,720.9582895
2019-06-28,381.3899156,0,0,0,0,0,0,0,381.3899156,,2019-06-28,381.3899156
2019-07-01,2766.775105,0,0,0,0,0,0,0,2766.775105,,2019-07-01,2766.775105
2019-07-02,2429.824846,0,0,0,0,0,0,0,2429.824846,,2019-07-02,2429.824846
2019-07-03,2180.97579,0,0,0,0,0,0,0,2180.97579,,2019-07-03,2180.97579
2019-07-04,2519.395134,0,0,0,0,0,0,0,2519.395134,,2019-07-04,2519.395134
2019-07-05,2126.115353,0,0,0,0,0,0,0,2126.115353,,2019-07-05,2126.115353
2019-07-08,2136.374072,0,0,0,0,0,0,0,2136.374072,,2019-07-08,2136.374072
2019-07-09,1937.092475,0,0,0,0,0,0,0,1937.092475,,2019-07-09,1937.092475
2019-07-10,2109.339971,0,0,0,0,0,0,0,2109.339971,,2019-07-10,2109.339971
2019-07-11,2106.607217,0,0,0,0,0,0,0,2106.607217,,2019-07-11,2106.607217
2019-07-12,1861.801481,0,0,0,0,0,0,0,1861.801481,,2019-07-12,1861.801481
2019-07-15,1702.099164,0,0,0,0,0,0,0,1702.099164,,2019-07-15,1702.099164
2019-07-16,1579.517106,0,0,0,0,0,0,0,1579.517106,,2019-07-16,1579.517106
2019-07-17,1611.891725,0,0,0,0,0,0,0,1611.891725,,2019-07-17,1611.891725
2019-07-18,1030.647257,0,0,0,0,0,0,0,1030.647257,,2019-07-18,1030.647257
2019-07-19,891.1017129,0,0,0,0,0,0,0,891.1017129,,2019-07-19,891.1017129
2019-07-22,633.8988342,0,0,0,0,0,0,0,633.8988342,,2019-07-22,633.8988342
2019-07-23,528.2004445,0,0,0,0,0,0,0,528.2004445,,2019-07-23,528.2004445
2019-07-24,658.624284,0,0,0,0,0,0,0,658.624284,,2019-07-24,658.624284
2019-07-25,811.6726583,0,0,0,0,0,0,0,811.6726583,,2019-07-25,811.6726583
2019-07-26,507.4430612,0,0,0,0,0,0,0,507.4430612,,2019-07-26,507.4430612
2019-07-29,30.82557077,0,0,0,0,0,0,0,30.82557077,,2019-07-29,30.82557077
2019-07-30,15.45351501,0,0,0,0,0,0,0,15.45351501,,2019-07-30,15.45351501
2019-07-31,0.008615118,0,0,0,0,0,0,0,0.008615118,,2019-07-31,0.008615118
2019-08-01,3523.347171,0,0,0,0,0,0,0,3523.347171,,2019-08-01,3523.347171
2019-08-02,1680.812256,0,0,0,0,0,0,0,1680.812256,,2019-08-02,1680.812256
2019-08-05,401.5799728,0,0,0,0,0,0,0,401.5799728,,2019-08-05,401.5799728
2019-08-06,1155.43431,0,0,0,0,0,0,0,1155.43431,,2019-08-06,1155.43431
2019-08-07,586.2432875,0,0,0,0,0,0,0,586.2432875,,2019-08-07,586.2432875
2019-08-08,736.710047,0,0,0,0,0,0,0,736.710047,,2019-08-08,736.710047
2019-08-09,569.1849431,0,0,0,0,0,0,0,569.1849431,,2019-08-09,569.1849431
2019-08-12,443.3816534,0,0,0,0,0,0,0,443.3816534,,2019-08-12,443.3816534
2019-08-13,998.719873,0,0,0,0,0,0,0,998.719873,,2019-08-13,998.719873
2019-08-14,1140.77181,0,0,0,0,0,0,0,1140.77181,,2019-08-14,1140.77181
2019-08-15,781.500256,0,0,0,0,0,0,0,781.500256,,2019-08-15,781.500256
2019-08-16,564.8186882,0,0,0,0,0,0,0,564.8186882,,2019-08-16,564.8186882
2019-08-19,322.7295865,0,0,0,0,0,0,0,322.7295865,,2019-08-19,322.7295865
2019-08-20,148.7594458,0,0,0,0,0,0,0,148.7594458,,2019-08-20,148.7594458
2019-08-21,83.89542947,0,0,0,0,0,0,0,83.89542947,,2019-08-21,83.89542947
2019-08-22,20.82872152,0,0,0,0,0,0,0,20.82872152,,2019-08-22,20.82872152
2019-08-23,12.85040071,0,0,0,0,0,0,0,12.85040071,,2019-08-23,12.85040071
2019-08-26,3.17E-05,0,0,0,0,0,0,0,3.17E-05,,2019-08-26,3.17E-05
2019-08-27,3.96E-09,0,0,0,0,0,0,0,3.96E-09,,2019-08-27,3.96E-09
2019-08-28,2.27E-15,0,0,0,0,0,0,0,2.27E-15,,2019-08-28,2.27E-15
2019-08-29,4.66E-13,0,0,0,0,0,0,0,4.66E-13,,2019-08-29,4.66E-13
2019-08-30,0,0,0,0,0,0,0,0,0,,2019-08-30,0
2019-09-02,1993.022841,0,0,0,0,0,0,0,1993.022841,,2019-09-02,1993.022841
2019-09-03,1960.764293,0,0,0,0,0,0,0,1960.764293,,2019-09-03,1960.764293
2019-09-04,1823.395158,0,0,0,0,0,0,0,1823.395158,,2019-09-04,1823.395158
2019-09-05,1805.690135,0,0,0,0,0,0,0,1805.690135,,2019-09-05,1805.690135
2019-09-06,1489.030679,0,0,0,0,0,0,0,1489.030679,,2019-09-06,1489.030679
2019-09-09,1374.801494,0,0,0,0,0,0,0,1374.801494,,2019-09-09,1374.801494
2019-09-10,1410.670046,0,0,0,0,0,0,0,1410.670046,,2019-09-10,1410.670046
2019-09-11,1318.569596,0,0,0,0,0,0,0,1318.569596,,2019-09-11,1318.569596
2019-09-12,1140.402034,0,0,0,0,0,0,0,1140.402034,,2019-09-12,1140.402034
2019-09-13,837.0531425,0,0,0,0,0,0,0,837.0531425,,2019-09-13,837.0531425
2019-09-16,831.975783,0,0,0,0,0,0,0,831.975783,,2019-09-16,831.975783
2019-09-17,1108.818788,0,0,0,0,0,0,0,1108.818788,,2019-09-17,1108.818788
2019-09-18,986.385601,0,0,0,0,0,0,0,986.385601,,2019-09-18,986.385601
2019-09-19,1021.957158,0,0,0,0,0,0,0,1021.957158,,2019-09-19,1021.957158
2019-09-20,957.9589011,0,0,0,0,0,0,0,957.9589011,,2019-09-20,957.9589011
2019-09-23,1020.105815,0,0,0,0,0,0,0,1020.105815,,2019-09-23,1020.105815
2019-09-24,794.0092982,0,0,0,0,0,0,0,794.0092982,,2019-09-24,794.0092982
2019-09-25,962.9586176,0,0,0,0,0,0,0,962.9586176,,2019-09-25,962.9586176
2019-09-26,850.1204056,0,0,0,0,0,0,0,850.1204056,,2019-09-26,850.1204056
2019-09-27,817.659446,0,0,0,0,0,0,0,817.659446,,2019-09-27,817.659446
2019-09-30,317.3518381,0,0,0,0,0,0,0,317.3518381,,2019-09-30,317.3518381
2019-10-01,2337.041477,0,0,0,0,0,0,0,2337.041477,,2019-10-01,2337.041477
2019-10-02,2301.974359,0,0,0,0,0,0,0,2301.974359,,2019-10-02,2301.974359
2019-10-03,2304.425942,0,0,0,0,0,0,0,2304.425942,,2019-10-03,2304.425942
2019-10-04,2265.440676,0,0,0,0,0,0,0,2265.440676,,2019-10-04,2265.440676
2019-10-07,2178.109158,0,0,0,0,0,0,0,2178.109158,,2019-10-07,2178.109158
2019-10-08,2135.647944,0,0,0,0,0,0,0,2135.647944,,2019-10-08,2135.647944
2019-10-09,2100.337885,0,0,0,0,0,0,0,2100.337885,,2019-10-09,2100.337885
2019-10-10,1924.975998,0,0,0,0,0,0,0,1924.975998,,2019-10-10,1924.975998
2019-10-11,1471.870292,0,0,0,0,0,0,0,1471.870292,,2019-10-11,1471.870292
2019-10-14,802.6937342,0,0,0,0,0,0,0,802.6937342,,2019-10-14,802.6937342
2019-10-15,875.008288,0,0,0,0,0,0,0,875.008288,,2019-10-15,875.008288
2019-10-16,1034.266703,0,0,0,0,0,0,0,1034.266703,,2019-10-16,1034.266703
2019-10-17,647.3032075,0,0,0,0,0,0,0,647.3032075,,2019-10-17,647.3032075
2019-10-18,677.6213172,0,0,0,0,0,0,0,677.6213172,,2019-10-18,677.6213172
2019-10-21,352.4117777,0,0,0,0,0,0,0,352.4117777,,2019-10-21,352.4117777
2019-10-22,265.2807737,0,0,0,0,0,0,0,265.2807737,,2019-10-22,265.2807737
2019-10-23,101.6139722,0,0,0,0,0,0,0,101.6139722,,2019-10-23,101.6139722
2019-10-24,99.79580639,0,0,0,0,0,0,0,99.79580639,,2019-10-24,99.79580639
2019-10-25,19.13179266,0,0,0,0,0,0,0,19.13179266,,2019-10-25,19.13179266
2019-10-28,7.831885803,0,0,0,0,0,0,0,7.831885803,,2019-10-28,7.831885803
2019-10-29,0.7443361,0,0,0,0,0,0,0,0.7443361,,2019-10-29,0.7443361
2019-10-30,8.20E-05,0,0,0,0,0,0,0,8.20E-05,,2019-10-30,8.20E-05
2019-10-31,2.94E-09,0,0,0,0,0,0,0,2.94E-09,,2019-10-31,2.94E-09
2019-11-01,2965.324504,0,0,0,0,0,0,0,2965.324504,,2019-11-01,2965.324504
