Date,USDCNY_delta,USDBRL_delta,USDZAR_delta,USDRUB_delta,EURUSD_delta,USDJPY_delta,USDMXN_delta,USDCAD_delta,Total_delta
2020-06-22,217395.93376412883,0.0,0,0.0,0.0,0.0,0.0,0.0,217395.93376412883
2020-06-23,154911.96144640582,0.0,0,0.0,0.0,0.0,0.0,0.0,154911.96144640582
2020-06-24,239408.1962458963,0.0,0,0.0,0.0,0.0,0.0,0.0,239408.1962458963
2020-06-25,221345.83028109127,0.0,0,0.0,0.0,0.0,0.0,0.0,221345.83028109127
2020-06-26,160406.36340657462,0.0,0,0.0,0.0,0.0,0.0,0.0,160406.36340657462
2020-06-29,30654.765387371288,0.0,0,0.0,0.0,0.0,0.0,0.0,30654.765387371288
2020-06-30,102.3117236419088,0.0,0,0.0,0.0,0.0,0.0,0.0,102.3117236419088
2020-07-01,0.0,0.0,0,0.0,864613.7242982872,0.0,0.0,0.0,864613.7242982872
2020-07-02,0.0,0.0,0,0.0,833193.148175444,0.0,0.0,0.0,833193.148175444
2020-07-03,0.0,0.0,0,0.0,864401.9759519787,0.0,0.0,0.0,864401.9759519787
2020-07-06,0.0,0.0,0,0.0,1055149.1995426144,0.0,0.0,0.0,1055149.1995426144
2020-07-07,0.0,0.0,0,0.0,952203.0275888845,0.0,0.0,0.0,952203.0275888845
2020-07-08,0.0,0.0,0,0.0,1136401.1416206707,0.0,0.0,0.0,1136401.1416206707
2020-07-09,0.0,0.0,0,0.0,991017.3681739989,0.0,0.0,0.0,991017.3681739989
2020-07-10,0.0,0.0,0,0.0,1052072.2628324616,0.0,0.0,0.0,1052072.2628324616
2020-07-13,0.0,0.0,0,0.0,1180714.808951547,0.0,0.0,0.0,1180714.808951547
2020-07-14,0.0,0.0,0,0.0,1320860.678426728,0.0,0.0,0.0,1320860.678426728
2020-07-15,0.0,0.0,0,0.0,1354832.9533176448,0.0,0.0,0.0,1354832.9533176448
2020-07-16,0.0,0.0,0,0.0,1336628.054710496,0.0,0.0,0.0,1336628.054710496
2020-07-17,0.0,0.0,0,0.0,1407529.3990936843,0.0,0.0,0.0,1407529.3990936843
2020-07-20,0.0,0.0,0,0.0,1544771.8541134284,0.0,0.0,0.0,1544771.8541134284
2020-07-21,0.0,0.0,0,0.0,1606612.2860851898,0.0,0.0,0.0,1606612.2860851898
2020-07-22,0.0,0.0,0,0.0,1626389.4477502354,0.0,0.0,0.0,1626389.4477502354
2020-07-23,0.0,0.0,0,0.0,1634297.086081576,0.0,0.0,0.0,1634297.086081576
2020-07-24,0.0,0.0,0,0.0,1646586.6318496033,0.0,0.0,0.0,1646586.6318496033
2020-07-27,0.0,0.0,0,0.0,1662164.0414398413,0.0,0.0,0.0,1662164.0414398413
2020-07-28,0.0,0.0,0,0.0,1657445.3539051292,0.0,0.0,0.0,1657445.3539051292
2020-07-29,0.0,0.0,0,0.0,1668713.1948158885,0.0,0.0,0.0,1668713.1948158885
2020-07-30,0.0,0.0,0,0.0,1677006.0835745381,0.0,0.0,0.0,1677006.0835745381
2020-07-31,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-03,0.0,0.0,0,0.0,756861.8435932241,0.0,0.0,0.0,756861.8435932241
2020-08-04,0.0,0.0,0,0.0,849325.1630218702,0.0,0.0,0.0,849325.1630218702
2020-08-05,0.0,0.0,0,0.0,957585.5502771989,0.0,0.0,0.0,957585.5502771989
2020-08-06,0.0,0.0,0,0.0,1002738.4806559402,0.0,0.0,0.0,1002738.4806559402
2020-08-07,0.0,0.0,0,0.0,825263.0749781077,0.0,0.0,0.0,825263.0749781077
2020-08-10,0.0,0.0,0,0.0,704960.7902147635,0.0,0.0,0.0,704960.7902147635
2020-08-11,0.0,0.0,0,0.0,709273.9172747276,0.0,0.0,0.0,709273.9172747276
2020-08-12,0.0,0.0,0,0.0,828159.6997116533,0.0,0.0,0.0,828159.6997116533
2020-08-13,0.0,0.0,0,0.0,904965.4281932734,0.0,0.0,0.0,904965.4281932734
2020-08-14,0.0,0.0,0,0.0,990800.316276396,0.0,0.0,0.0,990800.316276396
2020-08-17,0.0,0.0,0,0.0,1089208.1020653886,0.0,0.0,0.0,1089208.1020653886
2020-08-18,0.0,0.0,0,0.0,1200585.8317582044,0.0,0.0,0.0,1200585.8317582044
2020-08-19,0.0,0.0,0,0.0,1011485.4357771507,0.0,0.0,0.0,1011485.4357771507
2020-08-20,0.0,0.0,0,0.0,1084523.1022501239,0.0,0.0,0.0,1084523.1022501239
2020-08-21,0.0,0.0,0,0.0,900592.2673096266,0.0,0.0,0.0,900592.2673096266
2020-08-24,0.0,0.0,0,0.0,901356.752554658,0.0,0.0,0.0,901356.752554658
2020-08-25,0.0,0.0,0,0.0,1090381.2990222694,0.0,0.0,0.0,1090381.2990222694
2020-08-26,0.0,0.0,0,0.0,1101737.558021459,0.0,0.0,0.0,1101737.558021459
2020-08-27,0.0,0.0,0,0.0,1116331.6074765709,0.0,0.0,0.0,1116331.6074765709
2020-08-28,0.0,0.0,0,0.0,1334621.560109683,0.0,0.0,0.0,1334621.560109683
2020-08-31,0.0,0.0,0,0.0,1408286.9342215932,0.0,0.0,0.0,1408286.9342215932
2020-09-01,0.0,0.0,0,0.0,805094.6957680738,0.0,0.0,0.0,805094.6957680738
2020-09-02,0.0,0.0,0,0.0,674932.9406358271,0.0,0.0,0.0,674932.9406358271
2020-09-03,0.0,0.0,0,0.0,666341.645852826,0.0,0.0,0.0,666341.645852826
2020-09-04,0.0,0.0,0,0.0,625982.0830525644,0.0,0.0,0.0,625982.0830525644
2020-09-07,0.0,0.0,0,0.0,570596.0389859411,0.0,0.0,0.0,570596.0389859411
2020-09-08,0.0,0.0,0,0.0,480821.7940568797,0.0,0.0,0.0,480821.7940568797
2020-09-09,0.0,0.0,0,0.0,534030.9574612867,0.0,0.0,0.0,534030.9574612867
2020-09-10,0.0,0.0,0,0.0,558152.4350181035,0.0,0.0,0.0,558152.4350181035
2020-09-11,0.0,0.0,0,0.0,625689.0241385893,0.0,0.0,0.0,625689.0241385893
2020-09-14,0.0,0.0,0,0.0,674796.0342842945,0.0,0.0,0.0,674796.0342842945
2020-09-15,0.0,0.0,0,0.0,614672.6945562722,0.0,0.0,0.0,614672.6945562722
2020-09-16,0.0,0.0,0,0.0,492509.3884331431,0.0,0.0,0.0,492509.3884331431
2020-09-17,0.0,0.0,0,0.0,594602.3747568488,0.0,0.0,0.0,594602.3747568488
2020-09-18,0.0,0.0,0,0.0,549719.2334309167,0.0,0.0,0.0,549719.2334309167
2020-09-21,0.0,0.0,0,0.0,297021.44212091446,0.0,0.0,0.0,297021.44212091446
2020-09-22,0.0,0.0,0,0.0,123137.77304027657,0.0,0.0,0.0,123137.77304027657
2020-09-23,0.0,0.0,0,0.0,50366.25798168521,0.0,0.0,0.0,50366.25798168521
2020-09-24,0.0,0.0,0,0.0,47583.36355540936,0.0,0.0,0.0,47583.36355540936
2020-09-25,0.0,0.0,0,0.0,10702.965798343284,0.0,0.0,0.0,10702.965798343284
2020-09-28,0.0,0.0,0,0.0,1661.8835440884025,0.0,0.0,0.0,1661.8835440884025
2020-09-29,0.0,0.0,0,0.0,17063.077547439967,0.0,0.0,0.0,17063.077547439967
2020-09-30,0.0,0.0,0,0.0,77.17804778084519,0.0,0.0,0.0,77.17804778084519
2020-10-01,0.0,0.0,0,0.0,943636.5876029668,0.0,0.0,0.0,943636.5876029668
2020-10-02,0.0,0.0,0,0.0,843881.0638014532,0.0,0.0,0.0,843881.0638014532
2020-10-05,0.0,0.0,0,0.0,1050795.7978932578,0.0,0.0,0.0,1050795.7978932578
2020-10-06,0.0,0.0,0,0.0,897707.4673949431,0.0,0.0,0.0,897707.4673949431
2020-10-07,0.0,0.0,0,0.0,995316.7915233764,0.0,0.0,0.0,995316.7915233764
2020-10-08,0.0,0.0,0,0.0,990748.9948841078,0.0,0.0,0.0,990748.9948841078
2020-10-09,0.0,0.0,0,0.0,1235302.2187273577,0.0,0.0,0.0,1235302.2187273577
2020-10-12,0.0,0.0,0,0.0,1226191.7674784623,0.0,0.0,0.0,1226191.7674784623
2020-10-13,0.0,0.0,0,0.0,955884.7046874231,0.0,0.0,0.0,955884.7046874231
2020-10-14,0.0,0.0,0,0.0,958606.9717691707,0.0,0.0,0.0,958606.9717691707
2020-10-15,0.0,0.0,0,0.0,779215.881653526,0.0,0.0,0.0,779215.881653526
2020-10-16,0.0,0.0,0,0.0,820704.8098905773,0.0,0.0,0.0,820704.8098905773
2020-10-19,0.0,0.0,0,0.0,1098771.444667081,0.0,0.0,0.0,1098771.444667081
2020-10-20,0.0,0.0,0,0.0,1358935.4172147368,0.0,0.0,0.0,1358935.4172147368
2020-10-21,0.0,0.0,0,0.0,1487846.2835919578,0.0,0.0,0.0,1487846.2835919578
2020-10-22,0.0,0.0,0,0.0,1348345.3694438566,0.0,0.0,0.0,1348345.3694438566
2020-10-23,0.0,0.0,0,0.0,1567349.705939263,0.0,0.0,0.0,1567349.705939263
2020-10-26,0.0,0.0,0,0.0,1477103.3449225887,0.0,0.0,0.0,1477103.3449225887
2020-10-27,0.0,0.0,0,0.0,1438923.9836827726,0.0,0.0,0.0,1438923.9836827726
2020-10-28,0.0,0.0,0,0.0,1000767.9333733123,0.0,0.0,0.0,1000767.9333733123
2020-10-29,0.0,0.0,0,0.0,353436.69766674493,0.0,0.0,0.0,353436.69766674493
2020-10-30,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-02,0.0,0.0,0,325559.538244797,0.0,0.0,0.0,0.0,325559.538244797
2020-11-03,0.0,0.0,0,264805.2904592634,0.0,0.0,0.0,0.0,264805.2904592634
2020-11-04,0.0,0.0,0,255097.2865576709,0.0,0.0,0.0,0.0,255097.2865576709
2020-11-05,0.0,0.0,0,130534.84016538307,0.0,0.0,0.0,0.0,130534.84016538307
2020-11-06,0.0,0.0,0,143319.38031489955,0.0,0.0,0.0,0.0,143319.38031489955
2020-11-09,0.0,0.0,0,88644.32473540743,0.0,0.0,0.0,0.0,88644.32473540743
2020-11-10,0.0,0.0,0,98760.5528230552,0.0,0.0,0.0,0.0,98760.5528230552
2020-11-11,0.0,0.0,0,118504.23775744805,0.0,0.0,0.0,0.0,118504.23775744805
2020-11-12,0.0,0.0,0,122833.4807360762,0.0,0.0,0.0,0.0,122833.4807360762
2020-11-13,0.0,0.0,0,110220.03042291942,0.0,0.0,0.0,0.0,110220.03042291942
2020-11-16,0.0,0.0,0,51691.58147773834,0.0,0.0,0.0,0.0,51691.58147773834
2020-11-17,0.0,0.0,0,47081.559354775425,0.0,0.0,0.0,0.0,47081.559354775425
2020-11-18,0.0,0.0,0,37040.635475808165,0.0,0.0,0.0,0.0,37040.635475808165
2020-11-19,0.0,0.0,0,31645.73874291465,0.0,0.0,0.0,0.0,31645.73874291465
2020-11-20,0.0,0.0,0,27534.778389237188,0.0,0.0,0.0,0.0,27534.778389237188
2020-11-23,0.0,0.0,0,11293.618083803158,0.0,0.0,0.0,0.0,11293.618083803158
2020-11-24,0.0,0.0,0,2085.7144566649895,0.0,0.0,0.0,0.0,2085.7144566649895
2020-11-25,0.0,0.0,0,859.4882983340252,0.0,0.0,0.0,0.0,859.4882983340252
2020-11-26,0.0,0.0,0,486.74118896083894,0.0,0.0,0.0,0.0,486.74118896083894
2020-11-27,0.0,0.0,0,318.49485405914686,0.0,0.0,0.0,0.0,318.49485405914686
2020-11-30,0.0,0.0,0,0.0019673386328585957,0.0,0.0,0.0,0.0,0.0019673386328585957
2020-12-01,0.0,0.0,0,0.0,932375.6328673285,0.0,0.0,0.0,932375.6328673285
2020-12-02,0.0,0.0,0,0.0,1056475.9141044205,0.0,0.0,0.0,1056475.9141044205
2020-12-03,0.0,0.0,0,0.0,1144903.6878466497,0.0,0.0,0.0,1144903.6878466497
2020-12-04,0.0,0.0,0,0.0,1072099.5874268736,0.0,0.0,0.0,1072099.5874268736
2020-12-07,0.0,0.0,0,0.0,1038293.3801003287,0.0,0.0,0.0,1038293.3801003287
2020-12-08,0.0,0.0,0,0.0,1040296.79832132,0.0,0.0,0.0,1040296.79832132
2020-12-09,0.0,0.0,0,0.0,961253.2591193374,0.0,0.0,0.0,961253.2591193374
2020-12-10,0.0,0.0,0,0.0,1135853.8220164278,0.0,0.0,0.0,1135853.8220164278
2020-12-11,0.0,0.0,0,0.0,1050744.8554466798,0.0,0.0,0.0,1050744.8554466798
2020-12-14,0.0,0.0,0,0.0,1173311.578691348,0.0,0.0,0.0,1173311.578691348
2020-12-15,0.0,0.0,0,0.0,1209505.996762391,0.0,0.0,0.0,1209505.996762391
2020-12-16,0.0,0.0,0,0.0,1380595.4997615654,0.0,0.0,0.0,1380595.4997615654
2020-12-17,0.0,0.0,0,0.0,1544368.7589893083,0.0,0.0,0.0,1544368.7589893083
2020-12-18,0.0,0.0,0,0.0,1569439.159367672,0.0,0.0,0.0,1569439.159367672
2020-12-21,0.0,0.0,0,0.0,1559631.4250199026,0.0,0.0,0.0,1559631.4250199026
2020-12-22,0.0,0.0,0,0.0,1374373.7762497398,0.0,0.0,0.0,1374373.7762497398
2020-12-23,0.0,0.0,0,0.0,1490124.1514159644,0.0,0.0,0.0,1490124.1514159644
2020-12-24,0.0,0.0,0,0.0,1536960.142684736,0.0,0.0,0.0,1536960.142684736
2020-12-25,0.0,0.0,0,0.0,1562801.0823468613,0.0,0.0,0.0,1562801.0823468613
2020-12-28,0.0,0.0,0,0.0,1697217.8266941952,0.0,0.0,0.0,1697217.8266941952
2020-12-29,0.0,0.0,0,0.0,1729134.700684633,0.0,0.0,0.0,1729134.700684633
2020-12-30,0.0,0.0,0,0.0,1740982.7876881412,0.0,0.0,0.0,1740982.7876881412
2020-12-31,0.0,0.0,0,0.0,1729577.8871852946,0.0,0.0,0.0,1729577.8871852946
2021-01-01,0.0,0.0,0,0.0,915082.0566385925,0.0,0.0,0.0,915082.0566385925
2021-01-04,0.0,0.0,0,0.0,1008767.66914267,0.0,0.0,0.0,1008767.66914267
2021-01-05,0.0,0.0,0,0.0,1152026.2049471966,0.0,0.0,0.0,1152026.2049471966
2021-01-06,0.0,0.0,0,0.0,1239500.615374721,0.0,0.0,0.0,1239500.615374721
2021-01-07,0.0,0.0,0,0.0,1098972.0266573424,0.0,0.0,0.0,1098972.0266573424
2021-01-08,0.0,0.0,0,0.0,932358.5719661079,0.0,0.0,0.0,932358.5719661079
2021-01-11,0.0,0.0,0,0.0,710790.1463886743,0.0,0.0,0.0,710790.1463886743
2021-01-12,0.0,0.0,0,0.0,898503.7985965902,0.0,0.0,0.0,898503.7985965902
2021-01-13,0.0,0.0,0,0.0,712895.0337303055,0.0,0.0,0.0,712895.0337303055
2021-01-14,0.0,0.0,0,0.0,700566.4981275178,0.0,0.0,0.0,700566.4981275178
2021-01-15,0.0,0.0,0,0.0,431366.1815668664,0.0,0.0,0.0,431366.1815668664
2021-01-18,0.0,0.0,0,0.0,372486.1385569596,0.0,0.0,0.0,372486.1385569596
2021-01-19,0.0,0.0,0,0.0,546706.2827838926,0.0,0.0,0.0,546706.2827838926
2021-01-20,0.0,0.0,0,0.0,425845.30594695325,0.0,0.0,0.0,425845.30594695325
2021-01-21,0.0,0.0,0,0.0,694307.3468283683,0.0,0.0,0.0,694307.3468283683
2021-01-22,0.0,0.0,0,0.0,719192.8080880245,0.0,0.0,0.0,719192.8080880245
2021-01-25,0.0,0.0,0,0.0,496997.3137950912,0.0,0.0,0.0,496997.3137950912
2021-01-26,0.0,0.0,0,0.0,593867.381626339,0.0,0.0,0.0,593867.381626339
2021-01-27,0.0,0.0,0,0.0,291969.6592216138,0.0,0.0,0.0,291969.6592216138
2021-01-28,0.0,0.0,0,0.0,282743.3133329559,0.0,0.0,0.0,282743.3133329559
2021-01-29,0.0,0.0,0,0.0,313606.3103704195,0.0,0.0,0.0,313606.3103704195
2021-02-01,0.0,0.0,0,0.0,1075685.1693460417,0.0,0.0,0.0,1075685.1693460417
2021-02-02,0.0,0.0,0,0.0,1013747.7906759083,0.0,0.0,0.0,1013747.7906759083
2021-02-03,0.0,0.0,0,0.0,981802.4008504634,0.0,0.0,0.0,981802.4008504634
2021-02-04,0.0,0.0,0,0.0,684748.9765299106,0.0,0.0,0.0,684748.9765299106
2021-02-05,0.0,0.0,0,0.0,1024563.3911356357,0.0,0.0,0.0,1024563.3911356357
2021-02-08,0.0,0.0,0,0.0,1045213.6540594528,0.0,0.0,0.0,1045213.6540594528
2021-02-09,0.0,0.0,0,0.0,1366960.694058482,0.0,0.0,0.0,1366960.694058482
2021-02-10,0.0,0.0,0,0.0,1382904.0803916347,0.0,0.0,0.0,1382904.0803916347
2021-02-11,0.0,0.0,0,0.0,1448629.1401140771,0.0,0.0,0.0,1448629.1401140771
2021-02-12,0.0,0.0,0,0.0,1424202.9099152226,0.0,0.0,0.0,1424202.9099152226
2021-02-15,0.0,0.0,0,0.0,1516981.6631691149,0.0,0.0,0.0,1516981.6631691149
2021-02-16,0.0,0.0,0,0.0,1390121.2114887147,0.0,0.0,0.0,1390121.2114887147
2021-02-17,0.0,0.0,0,0.0,971069.4945537832,0.0,0.0,0.0,971069.4945537832
2021-02-18,0.0,0.0,0,0.0,1327756.184835554,0.0,0.0,0.0,1327756.184835554
2021-02-19,0.0,0.0,0,0.0,1518213.5007584975,0.0,0.0,0.0,1518213.5007584975
2021-02-22,0.0,0.0,0,0.0,1746101.4708709314,0.0,0.0,0.0,1746101.4708709314
2021-02-23,0.0,0.0,0,0.0,1741884.4530456224,0.0,0.0,0.0,1741884.4530456224
2021-02-24,0.0,0.0,0,0.0,1854678.2866455577,0.0,0.0,0.0,1854678.2866455577
2021-02-25,0.0,0.0,0,0.0,1820875.2142717028,0.0,0.0,0.0,1820875.2142717028
2021-02-26,0.0,0.0,0,0.0,1288276.6062754951,0.0,0.0,0.0,1288276.6062754951
2021-03-01,0.0,0.0,0,0.0,0.0,1006068.0308102911,0.0,0.0,1006068.0308102911
2021-03-02,0.0,0.0,0,0.0,0.0,984774.4747793133,0.0,0.0,984774.4747793133
2021-03-03,0.0,0.0,0,0.0,0.0,1107590.0292060708,0.0,0.0,1107590.0292060708
2021-03-04,0.0,0.0,0,0.0,0.0,1416671.1928314175,0.0,0.0,1416671.1928314175
2021-03-05,0.0,0.0,0,0.0,0.0,1507843.9540591796,0.0,0.0,1507843.9540591796
2021-03-08,0.0,0.0,0,0.0,0.0,1626914.034454752,0.0,0.0,1626914.034454752
2021-03-09,0.0,0.0,0,0.0,0.0,1554342.3720091942,0.0,0.0,1554342.3720091942
2021-03-10,0.0,0.0,0,0.0,0.0,1556078.234175573,0.0,0.0,1556078.234175573
2021-03-11,0.0,0.0,0,0.0,0.0,1593083.860338482,0.0,0.0,1593083.860338482
2021-03-12,0.0,0.0,0,0.0,0.0,1660342.2006485895,0.0,0.0,1660342.2006485895
2021-03-15,0.0,0.0,0,0.0,0.0,1690584.2788555354,0.0,0.0,1690584.2788555354
2021-03-16,0.0,0.0,0,0.0,0.0,1697169.7222764655,0.0,0.0,1697169.7222764655
2021-03-17,0.0,0.0,0,0.0,0.0,1745733.1542193526,0.0,0.0,1745733.1542193526
2021-03-18,0.0,0.0,0,0.0,0.0,1748724.2027366792,0.0,0.0,1748724.2027366792
2021-03-19,0.0,0.0,0,0.0,0.0,1774573.904317481,0.0,0.0,1774573.904317481
2021-03-22,0.0,0.0,0,0.0,0.0,1811637.997364915,0.0,0.0,1811637.997364915
2021-03-23,0.0,0.0,0,0.0,0.0,1783045.7499645432,0.0,0.0,1783045.7499645432
2021-03-24,0.0,0.0,0,0.0,0.0,1808707.781613493,0.0,0.0,1808707.781613493
2021-03-25,0.0,0.0,0,0.0,0.0,1833813.4354498605,0.0,0.0,1833813.4354498605
2021-03-26,0.0,0.0,0,0.0,0.0,1839012.277888656,0.0,0.0,1839012.277888656
2021-03-29,0.0,0.0,0,0.0,0.0,1839782.4260164183,0.0,0.0,1839782.4260164183
2021-03-30,0.0,0.0,0,0.0,0.0,1839817.87641405,0.0,0.0,1839817.87641405
2021-03-31,0.0,0.0,0,0.0,0.0,1839888.4413011456,0.0,0.0,1839888.4413011456
2021-04-01,0.0,0.0,0,0.0,0.0,1060157.4569861083,0.0,0.0,1060157.4569861083
2021-04-02,0.0,0.0,0,0.0,0.0,1094468.5905110827,0.0,0.0,1094468.5905110827
2021-04-05,0.0,0.0,0,0.0,0.0,879416.9225925708,0.0,0.0,879416.9225925708
2021-04-06,0.0,0.0,0,0.0,0.0,701484.4265089526,0.0,0.0,701484.4265089526
2021-04-07,0.0,0.0,0,0.0,0.0,736080.0301206745,0.0,0.0,736080.0301206745
2021-04-08,0.0,0.0,0,0.0,0.0,476200.4953296389,0.0,0.0,476200.4953296389
2021-04-09,0.0,0.0,0,0.0,0.0,614996.9632806735,0.0,0.0,614996.9632806735
2021-04-12,0.0,0.0,0,0.0,0.0,444903.01937698195,0.0,0.0,444903.01937698195
2021-04-13,0.0,0.0,0,0.0,0.0,314269.2447141213,0.0,0.0,314269.2447141213
2021-04-14,0.0,0.0,0,0.0,0.0,238931.36617884925,0.0,0.0,238931.36617884925
2021-04-15,0.0,0.0,0,0.0,0.0,173328.41926203895,0.0,0.0,173328.41926203895
2021-04-16,0.0,0.0,0,0.0,0.0,149805.76822415923,0.0,0.0,149805.76822415923
2021-04-19,0.0,0.0,0,0.0,0.0,43727.60604962151,0.0,0.0,43727.60604962151
2021-04-20,0.0,0.0,0,0.0,0.0,33736.09971622105,0.0,0.0,33736.09971622105
2021-04-21,0.0,0.0,0,0.0,0.0,22354.832259898732,0.0,0.0,22354.832259898732
2021-04-22,0.0,0.0,0,0.0,0.0,13779.187916520845,0.0,0.0,13779.187916520845
2021-04-23,0.0,0.0,0,0.0,0.0,5553.994671604388,0.0,0.0,5553.994671604388
2021-04-26,0.0,0.0,0,0.0,0.0,446.6089186846342,0.0,0.0,446.6089186846342
2021-04-27,0.0,0.0,0,0.0,0.0,4299.354611001806,0.0,0.0,4299.354611001806
2021-04-28,0.0,0.0,0,0.0,0.0,248.87010967684884,0.0,0.0,248.87010967684884
2021-04-29,0.0,0.0,0,0.0,0.0,20.435080576644143,0.0,0.0,20.435080576644143
2021-04-30,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,0.0,0.0,0,0.0,0.0,1111072.0889604515,0.0,0.0,1111072.0889604515
2021-05-04,0.0,0.0,0,0.0,0.0,1233474.0996992714,0.0,0.0,1233474.0996992714
2021-05-05,0.0,0.0,0,0.0,0.0,1188405.3951836163,0.0,0.0,1188405.3951836163
2021-05-06,0.0,0.0,0,0.0,0.0,1133014.7056146595,0.0,0.0,1133014.7056146595
2021-05-07,0.0,0.0,0,0.0,0.0,894296.8509403726,0.0,0.0,894296.8509403726
2021-05-10,0.0,0.0,0,0.0,0.0,996183.9905532487,0.0,0.0,996183.9905532487
2021-05-11,0.0,0.0,0,0.0,0.0,895956.7195436192,0.0,0.0,895956.7195436192
2021-05-12,0.0,0.0,0,0.0,0.0,1415522.013803171,0.0,0.0,1415522.013803171
2021-05-13,0.0,0.0,0,0.0,0.0,1349542.5168921626,0.0,0.0,1349542.5168921626
2021-05-14,0.0,0.0,0,0.0,0.0,1312520.624836764,0.0,0.0,1312520.624836764
2021-05-17,0.0,0.0,0,0.0,0.0,1251615.4585339618,0.0,0.0,1251615.4585339618
2021-05-18,0.0,0.0,0,0.0,0.0,1049416.9298645481,0.0,0.0,1049416.9298645481
2021-05-19,0.0,0.0,0,0.0,0.0,1255667.890155417,0.0,0.0,1255667.890155417
2021-05-20,0.0,0.0,0,0.0,0.0,961857.4709111485,0.0,0.0,961857.4709111485
2021-05-21,0.0,0.0,0,0.0,0.0,1103913.1442968014,0.0,0.0,1103913.1442968014
2021-05-24,0.0,0.0,0,0.0,0.0,910411.7602864703,0.0,0.0,910411.7602864703
2021-05-25,0.0,0.0,0,0.0,0.0,938549.983964981,0.0,0.0,938549.983964981
2021-05-26,0.0,0.0,0,0.0,0.0,1346772.9603775989,0.0,0.0,1346772.9603775989
2021-05-27,0.0,0.0,0,0.0,0.0,1857976.4831580527,0.0,0.0,1857976.4831580527
2021-05-28,0.0,0.0,0,0.0,0.0,1919192.1152405438,0.0,0.0,1919192.1152405438
2021-05-31,0.0,0.0,0,0.0,0.0,2010083.2833327889,0.0,0.0,2010083.2833327889
2021-06-01,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
