Date,USDCNYspot,USDBRLspot,USDZARspot,USDRUBspot,EURUSDspot,USDJPYspot,USDMXNspot,USDCADspot,USDCNYvol,USDBRLvol,USDZARvol,USDRUBvol,EURUSDvol,USDJPYvol,USDMXNvol,USDCADvol
2012-06-29,6.354,2.0093,8.1642,32.4225,1.2667,79.79,13.3608,1.0166,1.915,14.865,17.1225,13.715,10.295,8.92,14.243,8.2275
2012-07-02,6.3486,1.9849,8.157,32.5874,1.2576,79.51,13.3386,1.0171,1.915,14.923,16.5725,13.705,10.36,8.805,14.225,8.2725
2012-07-03,6.3525,2.0155,8.0752,32.1356,1.2608,79.79,13.3311,1.0122,1.895,14.88,16.3575,13.4725,10.305,8.735,14.095,8.0775
2012-07-04,6.3475,2.0283,8.1383,32.3705,1.2527,79.88,13.3337,1.013,1.79,15.125,16.205,13.265,10.455,8.6575,14.07,8.005
2012-07-05,6.356,2.0194,8.1439,32.5275,1.2392,79.92,13.4205,1.0142,1.7325,14.505,16.1475,13.25,10.485,8.675,13.928,7.7725
2012-07-06,6.3648,2.0279,8.2591,32.83,1.2291,79.66,13.3909,1.0196,1.73,14.243,16.25,13.25,10.7425,8.58,13.913,7.88
2012-07-09,6.3712,2.0323,8.2179,32.985,1.2313,79.56,13.3552,1.0192,1.705,14.085,16.2425,13.75,10.695,8.56,13.843,7.6725
2012-07-10,6.3657,2.0336,8.2173,32.905,1.225,79.43,13.3792,1.0226,1.6175,13.633,16.08,13.58,10.65,8.405,13.983,7.67
2012-07-11,6.3686,2.0367,8.2475,32.7225,1.2239,79.76,13.3063,1.0198,1.61,13.46,15.99,12.845,10.65,8.3175,13.73,7.6025
2012-07-12,6.3737,2.0374,8.3229,32.7875,1.2203,79.31,13.459,1.0191,1.55,13.235,16.0325,12.48,10.97,8.2225,13.59,7.62
2012-07-13,6.3793,2.037,8.2656,32.62,1.2249,79.18,13.2904,1.0141,1.5475,13.015,16.115,12.245,10.395,7.95,13.04,7.32
2012-07-16,6.3788,2.0349,8.2025,32.61,1.2273,78.87,13.2192,1.015,1.545,12.675,15.9875,11.925,10.245,7.9375,12.77,7.2925
2012-07-17,6.3731,2.0219,8.1715,32.53,1.2294,79.06,13.1579,1.012,1.45,12.348,15.5575,10.83,10.19,7.73,12.823,7.235
2012-07-18,6.3695,2.023,8.1626,32.2988,1.2284,78.8,13.1696,1.0102,1.4475,12.29,15.3675,10.74,9.825,7.6,12.74,6.9575
2012-07-19,6.3729,2.0122,8.1686,31.985,1.2281,78.59,13.2242,1.0074,1.4375,11.973,15.37,10.715,9.725,7.8025,12.74,6.935
2012-07-20,6.3738,2.0235,8.2868,32.0275,1.2157,78.49,13.362,1.0125,1.45,11.985,15.275,10.7175,9.89,7.605,12.925,7.03
2012-07-23,6.386,2.0387,8.4595,32.7125,1.2117,78.4,13.5877,1.0188,1.435,12.395,15.655,11.66,10.665,8.035,14.158,7.5
2012-07-24,6.3859,2.0477,8.517,32.7669,1.2061,78.18,13.709,1.0221,1.45,12.89,15.82,11.6525,11.16,7.8875,14.608,7.8525
2012-07-25,6.3885,2.0331,8.3965,32.76,1.2158,78.16,13.5957,1.0155,1.5275,12.525,15.6425,11.825,11.12,7.9625,14.055,7.765
2012-07-26,6.3841,2.0213,8.2375,32.3019,1.2283,78.21,13.4138,1.0102,1.55,12.25,15.9625,12,10.735,7.9225,13.543,7.4225
2012-07-27,6.3807,2.0213,8.157,32.0756,1.2322,78.46,13.2393,1.0033,1.55,12.238,15.6975,12,10.5,7.6975,13.19,7.23
2012-07-30,6.3795,2.0404,8.2013,32.1888,1.226,78.18,13.2649,1.0016,1.5475,12.63,15.6575,12,10.715,7.87,13.553,7.1525
2012-07-31,6.3617,2.0569,8.2587,32.1694,1.2304,78.12,13.3291,1.0031,1.6375,12.888,16.24,12,10.755,7.9725,13.773,7.575
2012-08-01,6.3687,2.0445,8.3491,32.3444,1.2225,78.44,13.3848,1.0056,1.495,12.888,16.4575,12,10.925,8.06,14.408,7.54
2012-08-02,6.3674,2.0496,8.3476,32.5375,1.218,78.24,13.3547,1.0074,1.5,11.868,16.3975,12,10.8575,7.945,13.308,7.33
2012-08-03,6.3725,2.0285,8.1489,32.0019,1.2387,78.47,13.1349,1.0013,1.4925,11.3,16.0175,11.5,9.94,7.6125,13.055,7.1125
2012-08-06,6.3739,2.0311,8.1642,31.5944,1.2401,78.25,13.1985,1.0002,1.495,11.323,16.36,11.4,9.885,7.4925,12.96,7.12
2012-08-07,6.3666,2.0285,8.1632,31.5694,1.2399,78.61,13.2298,0.997,1.485,11.363,16.3,11.585,9.57,7.5775,13.105,6.9775
2012-08-08,6.3613,2.0206,8.0821,31.5663,1.2365,78.43,13.1452,0.9942,1.5125,11.185,16.04,11.62,9.82,7.65,13.028,6.99
2012-08-09,6.3593,2.0132,8.084,31.6725,1.2306,78.57,13.0864,0.9911,1.475,11.225,15.885,11.63,9.73,7.535,12.888,6.96
2012-08-10,6.3602,2.0153,8.0916,31.8206,1.2289,78.28,13.0833,0.9911,1.475,11.198,15.725,11.8325,9.675,7.4375,12.853,6.8875
2012-08-13,6.362,2.0207,8.1495,31.8548,1.2332,78.32,13.1498,0.9926,1.415,11.015,15.9525,11.8475,9.545,7.4,12.838,6.875
2012-08-14,6.3589,2.0267,8.1962,31.8425,1.2322,78.74,13.1801,0.9923,1.38,11.038,15.87,11.9125,9.605,7.535,12.845,6.79
2012-08-15,6.3623,2.0229,8.2407,31.913,1.229,78.99,13.1342,0.9894,1.38,11.073,15.87,12.0175,9.925,7.7325,12.848,6.805
2012-08-16,6.3663,2.017,8.2165,31.8875,1.2356,79.35,13.1752,0.9866,1.35,11.07,15.775,12.0175,9.795,8.0625,12.903,6.8025
2012-08-17,6.3584,2.0155,8.3172,32.0956,1.2334,79.56,13.1225,0.9893,1.3475,11.02,15.9525,12.0275,9.7,7.81,12.938,6.74
2012-08-20,6.3593,2.0168,8.3349,32.0737,1.2346,79.43,13.1059,0.9884,1.35,11.058,15.7525,12.01,9.76,7.8575,12.833,6.745
2012-08-21,6.3561,2.016,8.2665,31.7087,1.2473,79.29,13.1444,0.9892,1.35,11.218,16,11.9875,9.695,7.65,12.943,6.76
2012-08-22,6.3518,2.0162,8.2375,31.8644,1.2529,78.58,13.0739,0.9914,1.35,10.965,15.6875,11.9875,9.625,7.3675,12.985,7.0425
2012-08-23,6.3533,2.0236,8.3134,31.688,1.2564,78.49,13.1613,0.9939,1.32,11.25,16.0025,12,9.51,7.245,13.055,6.955
2012-08-24,6.3547,2.027,8.4003,31.8478,1.2512,78.67,13.1731,0.9923,1.34,11.23,16.185,11.9825,9.575,7.275,12.95,6.91
2012-08-27,6.3569,2.0341,8.4447,31.8526,1.2499,78.74,13.188,0.9907,1.345,11.17,17.8025,12,9.665,7.255,12.98,6.8575
2012-08-28,6.3531,2.0428,8.4102,32.017,1.2565,78.51,13.1899,0.9882,1.345,11.333,15.7825,12.1,9.955,7.33,12.973,6.98
2012-08-29,6.3518,2.0501,8.4071,32.1742,1.253,78.71,13.3088,0.9894,1.3425,11.4,16.24,12.4,10.2,7.3725,13.083,7.115
2012-08-30,6.3496,2.0486,8.476,32.5743,1.2506,78.63,13.3478,0.9925,1.36,11.435,16.42,13,10.5,7.505,13.448,7.3625
2012-08-31,6.3486,2.0297,8.4,32.3311,1.2579,78.39,13.191,0.9863,1.3575,11.273,16.42,13,10.225,7.485,13.058,7.0275
2012-09-03,6.3404,2.033,8.3869,32.325,1.2593,78.26,13.1867,0.9858,1.3625,11.358,16.4175,12.92,10.12,7.27,13.103,7.025
2012-09-04,6.3473,2.0429,8.4145,32.3068,1.2566,78.43,13.1782,0.9859,1.35,11.355,16.0675,12.85,9.91,7.2025,13.035,7.02
2012-09-05,6.3492,2.0393,8.4183,32.29,1.2601,78.39,13.116,0.9905,1.52,11.403,16.285,12.845,9.98,7.15,13.018,7.1575
2012-09-06,6.343,2.0285,8.3045,31.9394,1.2631,78.86,13.0563,0.9827,1.5,11.108,15.9175,12.89,9.465,7.265,12.823,6.8
2012-09-07,6.3427,2.0285,8.1709,31.6986,1.2816,78.24,12.9808,0.9786,1.4525,10.743,15.7325,12.475,8.845,7.125,12.188,6.7675
2012-09-10,6.3377,2.0224,8.1903,31.6754,1.2758,78.29,13.0844,0.9776,1.4475,10.585,15.48,12.085,8.84,7.015,12.193,6.69
2012-09-11,6.3352,2.0164,8.181,31.5747,1.2855,77.77,12.9874,0.973,1.4575,10.47,15.32,12.025,8.875,7.17,12.053,6.75
2012-09-12,6.3268,2.0259,8.3346,31.502,1.29,77.86,13.0143,0.9762,1.4575,10.375,15.8225,12.09,8.745,7.115,11.723,6.815
2012-09-13,6.33,2.0205,8.2381,31.2921,1.2991,77.49,12.8164,0.9685,1.5075,9.888,15.75,12.0925,8.83,7.35,11.355,6.515
2012-09-14,6.3151,2.0123,8.2059,30.4939,1.313,78.39,12.7149,0.9714,1.5,10.245,15.87,11.5,8.97,7.205,11.168,6.6075
2012-09-17,6.3172,2.032,8.2655,30.58,1.3117,78.71,12.7713,0.9748,1.6,10.38,15.8725,11.6425,8.91,7.6175,11.225,6.795
2012-09-18,6.3185,2.0234,8.1794,30.9586,1.3048,78.82,12.7962,0.9742,1.65,10.185,15.73,11.58,8.99,7.8525,11.363,6.895
2012-09-19,6.3098,2.0237,8.2727,31.2137,1.3049,78.38,12.8587,0.9745,1.6,9.705,15.48,11.595,8.65,7.47,11.235,6.67
2012-09-20,6.303,2.0214,8.3069,31.2645,1.2968,78.24,12.8598,0.9769,1.65,9.368,15.815,12.25,8.905,7.4325,11.3,6.885
2012-09-21,6.3054,2.0225,8.278,31.0498,1.298,78.17,12.8585,0.9764,1.65,9.25,15.75,12.09,8.8125,7.0875,10.985,6.7425
2012-09-24,6.3093,2.0265,8.2413,31.1625,1.2931,77.85,12.9126,0.9787,1.6425,9.215,15.75,12.215,8.91,7.0625,11.195,6.78
2012-09-25,6.3059,2.0314,8.2319,30.9519,1.2899,77.8,12.8622,0.9806,1.6,8.955,15.35,12.1225,8.9075,7.1375,11.003,6.6775
2012-09-26,6.3019,2.036,8.2344,31.368,1.2873,77.75,12.8698,0.9855,1.6025,9.055,15.2225,12.1525,9.0675,7.06,11.13,6.81
2012-09-27,6.3024,2.0289,8.2331,31.0848,1.2913,77.61,12.8267,0.9806,1.4625,8.868,15.4875,12.1525,8.7875,6.96,10.96,6.695
2012-09-28,6.2847,2.0258,8.3146,31.2038,1.286,77.96,12.8585,0.9837,1.45,8.515,15.235,12.0175,8.715,7.0125,10.773,6.925
2012-10-01,6.2847,2.0268,8.3825,31.0398,1.2888,77.99,12.8279,0.9823,1.4675,8.17,15.5,12.0575,8.69,7.035,10.7,6.93
2012-10-02,6.2847,2.0251,8.3637,31.0938,1.292,78.16,12.8563,0.9841,1.4,7.715,15.355,12.1925,8.6425,6.925,10.435,6.8125
2012-10-03,6.2847,2.023,8.4335,31.197,1.2905,78.49,12.8167,0.9876,1.45,7.818,15.4775,12.1125,8.6675,6.8025,9.958,7.065
2012-10-04,6.2847,2.019,8.5206,31.0125,1.3018,78.48,12.7565,0.9804,1.5,7.843,15.3825,11.9325,8.6225,6.71,9.78,7.025
2012-10-05,6.2847,2.0306,8.7793,30.8769,1.3045,78.67,12.7948,0.9786,1.45,7.99,15.4425,11.975,8.5325,6.735,9.925,6.77
2012-10-08,6.2872,2.0294,8.8928,31.1598,1.2968,78.33,12.8043,0.9769,1.45,8.29,18.32,12.1175,8.7125,6.865,10.005,6.6875
2012-10-09,6.2862,2.0337,8.7549,31.167,1.2885,78.26,12.8759,0.9783,1.45,8.355,18.455,12.035,8.7075,6.715,10.415,6.73
2012-10-10,6.289,2.0426,8.7453,31.1005,1.2875,78.18,12.9774,0.9818,1.4475,8.42,18.2175,11.5875,8.5375,6.725,10.775,6.665
2012-10-11,6.2777,2.038,8.6625,31.0198,1.2928,78.34,12.9128,0.9786,1.515,8.18,17.625,11.0775,8.4575,6.805,10.725,6.655
2012-10-12,6.2658,2.038,8.7295,31.0305,1.2951,78.44,12.8682,0.9802,1.8125,8.268,17.4725,10.5975,8.3825,6.8225,10.63,6.58
2012-10-15,6.2689,2.032,8.7994,31.0847,1.2949,78.65,12.8035,0.9807,1.985,8.122,16.925,10.0875,8.375,6.955,10.595,6.64
2012-10-16,6.2635,2.0339,8.6964,30.9009,1.3054,78.89,12.8337,0.9866,1.88,8.143,16.9275,10.0925,8.4,6.95,10.225,6.695
2012-10-17,6.2537,2.0317,8.6032,30.7539,1.3119,78.93,12.7875,0.9779,1.95,7.875,16.425,9.9275,8.5,6.9325,9.96,6.375
2012-10-18,6.25,2.028,8.6544,30.7738,1.3067,79.28,12.8438,0.9853,1.8775,7.753,15.9425,9.6475,8.4825,7.1975,9.997,6.555
2012-10-19,6.2531,2.027,8.6614,30.8553,1.3024,79.32,12.8853,0.9936,1.7825,7.7,15.72,9.7175,8.3725,7.0975,9.805,6.855
2012-10-22,6.2547,2.0246,8.6418,31.0662,1.306,79.94,12.8582,0.9922,1.76,7.52,15.59,9.7625,8.3325,7.2625,9.8,6.88
2012-10-23,6.253,2.0264,8.7666,31.4424,1.2987,79.85,12.9752,0.9924,1.745,7.72,15.535,10.2425,8.41,7.3175,10.025,6.9025
2012-10-24,6.2479,2.0258,8.7839,31.3255,1.2974,79.81,12.9943,0.9936,1.72,7.618,15.745,10.3325,8.4225,7.3225,9.985,6.935
2012-10-25,6.242,2.025,8.7425,31.372,1.2934,80.3,13.0092,0.9948,1.7475,7.488,15.705,10.34,8.3625,7.5475,9.878,6.88
2012-10-26,6.2492,2.0265,8.6431,31.4146,1.2938,79.65,12.9897,0.9969,1.8,7.438,15.72,10.5325,8.33,7.54,9.907,6.8625
2012-10-29,6.2442,2.0321,8.6782,31.501,1.2904,79.8,13.0734,1.001,1.8375,7.51,15.43,10.55,8.28,7.605,10.005,6.86
2012-10-30,6.2398,2.0305,8.6462,31.3547,1.2959,79.63,13.0747,0.9994,1.825,7.483,14.945,10.3875,8.0975,7.13,9.948,6.84
2012-10-31,6.2377,2.0299,8.6736,31.3368,1.296,79.77,13.0949,0.9994,1.83,7.49,14.745,10.385,8.0125,7.2225,10.04,6.7425
2012-11-01,6.2389,2.03,8.6422,31.2682,1.2943,80.12,13.0067,0.9965,1.78,7.378,14.74,10.215,7.9325,7.35,9.825,6.78
2012-11-02,6.2416,2.03,8.77,31.4648,1.2835,80.43,13.0367,0.9958,1.765,7.305,14.725,10.02,7.945,7.575,9.51,6.505
2012-11-05,6.2456,2.0352,8.7239,31.4648,1.2796,80.29,13.0412,0.9964,1.82,7.208,14.66,10.04,8.1,7.6775,9.58,6.535
2012-11-06,6.2457,2.032,8.6253,31.4808,1.2814,80.35,12.9607,0.9921,1.815,7.13,14.665,10.06,8.0675,7.69,9.655,6.435
2012-11-07,6.244,2.0345,8.6327,31.4615,1.2771,80,13.0711,0.9967,1.795,7.008,14.325,10.0525,8.1575,7.355,9.86,6.31
2012-11-08,6.2434,2.0405,8.7206,31.4989,1.2747,79.47,13.1784,1.0003,1.8125,6.95,14.215,10.0525,8.0675,7.305,10.268,6.41
2012-11-09,6.2415,2.0464,8.7105,31.6376,1.2714,79.49,13.2003,1.0016,1.79,7.548,14.24,9.9525,8.12,7.2675,10.67,6.425
2012-11-12,6.2293,2.0509,8.7435,31.614,1.271,79.5,13.2113,0.9998,1.81,7.808,14.335,9.9225,8.01,7.215,10.655,6.4125
2012-11-13,6.2271,2.0584,8.796,31.7596,1.2704,79.38,13.2477,1.0021,1.78,9.338,14.345,9.99,7.855,7.09,10.658,6.4375
2012-11-14,6.2252,2.0666,8.9214,31.6837,1.2736,80.25,13.2773,1.0039,1.82,9.073,14.43,9.7125,7.6075,7.52,10.728,6.3175
2012-11-15,6.2325,2.0666,8.9276,31.6599,1.2781,81.17,13.2085,1.001,1.7775,8.978,14.4125,9.4675,7.56,8.45,10.68,6.26
2012-11-16,6.235,2.0847,8.8709,31.7322,1.2743,81.32,13.1322,1.0012,1.77,9.29,14.345,9.3625,7.5025,8.205,10.425,6.13
2012-11-19,6.2348,2.0789,8.8284,31.4909,1.2814,81.41,13.0579,0.9963,1.795,10.458,13.985,9.3025,7.26,8.1,10.373,5.7975
2012-11-20,6.2234,2.081,8.842,31.324,1.2817,81.68,13.0044,0.9968,1.79,10.478,13.865,9.2075,7.095,8.33,10.415,5.8025
2012-11-21,6.2303,2.0984,8.9482,31.1738,1.2829,82.52,13.06,0.9963,1.745,11.143,13.8,9.22,7.255,8.8,10.418,5.7625
2012-11-22,6.2219,2.1044,8.9463,31.1475,1.2884,82.48,13.0298,0.9972,1.745,10.913,14.0025,9.24,7.3575,8.84,10.52,5.81
2012-11-23,6.2298,2.0816,8.877,31.0357,1.2976,82.4,12.9647,0.9929,1.675,10.088,13.665,9.1625,7.4625,8.75,10.363,5.7275
2012-11-26,6.2255,2.0814,8.8636,31.0341,1.2972,82.08,13.016,0.9935,1.68,9.47,13.785,9.2075,7.4575,8.795,10.36,5.73
2012-11-27,6.2223,2.0838,8.8431,31.0272,1.2943,82.15,13.0403,0.9946,1.675,8.653,13.31,9.1125,7.34,8.5925,10.188,5.5975
2012-11-28,6.2273,2.0939,8.8127,31.1703,1.2953,82.08,12.9723,0.9921,1.675,9.173,13.455,9.0925,7.4325,8.355,10.11,5.62
2012-11-29,6.2301,2.0987,8.7825,30.8299,1.2979,82.12,12.9469,0.9925,1.62,9.228,13.29,9.2675,7.4575,8.325,10.125,5.5525
2012-11-30,6.2281,2.136,8.9088,30.8875,1.2986,82.48,12.9667,0.9944,1.6375,11.5,13.19,8.92,7.6275,8.69,10.283,5.68
2012-12-03,6.2287,2.1233,8.869,30.8909,1.3054,82.25,12.9972,0.9951,1.63,11.048,13.3775,8.93,7.6875,8.7075,10.175,5.705
2012-12-04,6.226,2.1199,8.7972,30.85,1.3094,81.9,12.946,0.9927,1.665,10.493,13.225,8.925,7.595,8.235,10.028,5.5975
2012-12-05,6.2242,2.0879,8.7713,30.7994,1.3068,82.47,12.9277,0.9917,1.6375,10.173,13.215,8.82,7.62,8.42,9.875,5.665
2012-12-06,6.2283,2.0771,8.68,30.8889,1.297,82.4,12.8702,0.9914,1.64,9.368,13.2775,8.6725,7.745,8.4775,9.825,5.73
2012-12-07,6.226,2.075,8.6556,30.8855,1.2927,82.49,12.8505,0.9884,1.72,8.953,13.1575,8.615,7.885,8.435,9.818,5.7175
2012-12-10,6.2407,2.077,8.6695,30.7274,1.2941,82.36,12.809,0.9863,1.76,8.745,13.1225,8.565,7.8125,8.4425,9.75,5.68
2012-12-11,6.2444,2.0786,8.6588,30.7155,1.3005,82.52,12.7334,0.9861,1.76,8.718,13.175,8.585,7.6625,8.42,9.665,5.685
2012-12-12,6.2502,2.0719,8.6528,30.6022,1.3074,83.26,12.7426,0.9844,1.74,8.73,13.205,8.495,7.555,8.9825,9.638,5.515
2012-12-13,6.2326,2.0856,8.6612,30.6908,1.3077,83.65,12.8025,0.9849,1.935,8.825,12.9875,8.495,7.5275,9.275,9.675,5.51
2012-12-14,6.2407,2.0861,8.6167,30.7192,1.3163,83.52,12.7423,0.9855,1.975,8.783,13.0875,8.535,7.345,8.7375,9.648,5.4425
2012-12-17,6.237,2.0995,8.542,30.95,1.3164,83.89,12.7205,0.9835,1.925,8.835,13.0075,8.48,7.315,8.35,9.585,5.425
2012-12-18,6.2323,2.0889,8.4505,30.8563,1.3229,84.21,12.7186,0.9857,1.925,8.878,13.0075,8.525,7.2375,8.085,9.415,5.36
2012-12-19,6.23,2.0716,8.484,30.7118,1.3227,84.41,12.7664,0.9888,1.825,9.145,13.2675,8.5575,7.305,8.3425,9.348,5.35
2012-12-20,6.2296,2.0695,8.4765,30.6596,1.3244,84.39,12.7612,0.9877,1.82,9.398,13.4825,8.625,7.5975,8.295,9.423,5.3875
2012-12-21,6.2292,2.0792,8.5923,30.8345,1.3188,84.24,12.9268,0.9932,1.84,9.758,13.58,8.79,8,8.5575,9.9,5.6025
2012-12-24,6.2315,2.08,8.5802,30.5895,1.3185,84.94,12.987,0.993,1.8625,9.693,13.6075,9.16,8.06,8.74,10.005,5.6525
2012-12-25,6.234,2.08,8.5735,30.6811,1.3183,84.77,12.9902,0.9924,1.85,9.743,13.5875,9.16,8.07,8.745,10.075,5.61
2012-12-26,6.2352,2.0492,8.5711,30.5212,1.3224,85.63,13.0097,0.9943,1.8525,9.73,13.57,9.1625,7.955,8.9925,10.21,5.61
2012-12-27,6.2371,2.0435,8.4778,30.2764,1.3236,86.1,12.9759,0.9952,1.86,9.747,13.685,9.17,8.135,9.08,10.475,5.82
2012-12-28,6.2308,2.0428,8.4797,30.4302,1.3216,85.96,13.0245,0.997,1.8325,9.545,13.585,9.49,8.235,9.305,10.6,5.83
2012-12-31,6.2303,2.0428,8.4735,30.4302,1.3193,86.75,12.8533,0.9921,1.75,9.383,13.5775,9.4975,8.2975,9.36,10.5,5.845
2013-01-01,6.2303,2.0428,8.458,30.4302,1.3204,86.7,12.89,0.9934,1.745,9.428,13.5775,9.485,8.295,9.4,10.55,5.8425
2013-01-02,6.2303,2.0454,8.4893,30.4302,1.3186,87.34,12.7465,0.9849,1.45,9.263,13.5875,9.5075,7.68,8.9475,10.303,5.575
2013-01-03,6.2303,2.0457,8.5901,30.4302,1.3049,87.24,12.8066,0.9878,1.515,8.633,13.5975,9.51,7.685,8.81,10.235,5.555
2013-01-04,6.2306,2.0325,8.5619,30.4302,1.3069,88.15,12.7417,0.9872,1.605,8.343,13.525,9.48,7.5475,9.645,9.88,5.52
2013-01-07,6.2298,2.0278,8.5684,30.4302,1.3117,87.79,12.7683,0.9859,1.58,8.275,13.4875,9.46,7.4525,9.445,9.903,5.48
2013-01-08,6.2239,2.0408,8.58,30.4302,1.3081,87.05,12.803,0.9867,1.575,8.523,13.0125,9.08,7.2175,9.18,9.97,5.425
2013-01-09,6.225,2.0406,8.594,30.4209,1.3064,87.88,12.7223,0.9876,1.655,8.473,12.7725,8.635,7.2625,9.625,9.613,5.515
2013-01-10,6.2236,2.0288,8.6497,30.246,1.3272,88.78,12.6058,0.9832,1.73,8.245,12.585,8.61,7.2375,10.255,9.44,5.42
2013-01-11,6.2155,2.0338,8.72,30.3153,1.3343,89.18,12.6551,0.9848,1.85,8.235,12.79,8.525,7.6475,10.57,9.56,5.495
2013-01-14,6.2194,2.0315,8.6951,30.2589,1.3382,89.48,12.5938,0.9837,1.7975,8.25,12.775,8.5275,7.7475,10.54,9.413,5.475
2013-01-15,6.2148,2.0357,8.8159,30.291,1.3306,88.79,12.611,0.9843,1.825,8.295,12.915,8.485,7.9775,10.3325,9.485,5.455
2013-01-16,6.2155,2.0423,8.798,30.3888,1.3289,88.38,12.6215,0.9859,1.715,8.135,12.9225,8.49,8.0425,10.2,9.485,5.53
2013-01-17,6.215,2.0397,8.8032,30.2831,1.3376,89.88,12.5867,0.9858,1.645,8.045,12.5875,8.495,8.62,11.1175,9.345,5.62
2013-01-18,6.2151,2.0414,8.8805,30.2783,1.3321,90.1,12.6621,0.9917,1.57,7.935,12.905,8.5375,8.63,11.21,9.345,5.87
2013-01-21,6.219,2.0414,8.8592,30.2701,1.3313,89.6,12.7,0.9929,1.5825,7.825,12.9075,8.5225,8.405,10.68,9.398,5.96
2013-01-22,6.2218,2.0428,8.8549,30.2245,1.3322,88.71,12.6194,0.9919,1.525,7.66,12.8125,8.495,8.135,10.015,9.28,5.91
2013-01-23,6.2192,2.0354,9.0625,30.1735,1.3318,88.61,12.6922,0.9992,1.53,7.578,12.9975,8.3075,7.8175,9.8075,9.27,5.93
2013-01-24,6.2189,2.0301,9.0468,30.1042,1.3377,90.33,12.6358,1.0026,1.45,7.655,13.1625,8.275,7.9125,10.8,9.4,6.27
2013-01-25,6.22,2.031,8.9446,30.0424,1.3464,90.91,12.7063,1.0058,1.445,7.638,13.1975,8.3025,7.9425,11.41,9.65,6.665
2013-01-28,6.223,1.9955,9.1054,30.1091,1.3456,90.86,12.7668,1.0063,1.52,8.87,13.13,8.4425,7.7525,11.3175,9.965,6.675
2013-01-29,6.2245,1.9857,9.0271,30.0602,1.3492,90.73,12.7202,1.0009,1.47,8.918,13.2975,8.425,7.7125,10.98,9.858,6.43
2013-01-30,6.2201,1.9893,9.0359,30.0574,1.3567,91.08,12.7208,1.0014,1.47,8.938,13.3125,8.2875,7.89,11.22,9.725,6.31
2013-01-31,6.22,1.9916,8.9559,30.0321,1.3579,91.71,12.7087,0.9972,1.495,8.633,13.3125,8.305,7.745,11.2575,9.528,6.17
2013-02-01,6.227,1.988,8.8398,29.9466,1.364,92.77,12.6062,0.9965,1.49,8.358,13.1725,8.135,7.885,11.4525,9.478,6.065
2013-02-04,6.2334,1.9955,8.915,29.9705,1.3514,92.38,12.7107,0.9988,1.5175,7.678,13.1575,7.91,8.605,11.71,9.803,6.13
2013-02-05,6.2275,1.984,8.8314,30.0261,1.3583,93.63,12.6316,0.9956,1.475,7.65,12.8575,7.945,8.585,12.46,9.615,6.0875
2013-02-06,6.2316,1.9913,8.9013,30.0849,1.3523,93.64,12.6819,0.9956,1.415,7.515,12.8475,7.96,8.7675,12.6825,9.46,6.025
2013-02-07,6.234,1.9667,8.9095,30.1315,1.3398,93.63,12.7299,0.9979,1.425,7.723,12.835,8.0625,8.565,12.125,9.513,6.005
2013-02-08,6.2347,1.9718,8.8821,30.1497,1.3365,92.68,12.7239,1.002,1.36,7.858,12.62,7.9925,8.355,12.04,9.425,6.0225
2013-02-11,6.2347,1.9718,8.9102,30.1741,1.3406,94.32,12.7337,1.0048,1.36,7.923,12.3425,8.0125,8.2775,12.5025,9.475,6.155
2013-02-12,6.2347,1.9718,8.9172,30.0959,1.3454,93.48,12.695,1.0023,1.36,7.86,12.3525,8.0075,8.21,12.615,9.21,6.15
2013-02-13,6.2347,1.9646,8.8638,30.0417,1.3452,93.39,12.6857,1.0018,1.36,7.963,12.2525,7.77,8.07,12.13,9.118,5.95
2013-02-14,6.2347,1.9573,8.7875,30.118,1.3363,92.88,12.6958,1.0009,1.36,8.36,12.0975,7.7625,8.255,12.12,9.093,5.79
2013-02-15,6.2347,1.9693,8.855,30.1231,1.336,93.5,12.6899,1.0064,1.355,8.455,12.1375,7.5875,8.2975,12.2125,8.985,5.885
2013-02-18,6.2405,1.9633,8.8919,30.1363,1.3351,93.96,12.6854,1.0107,1.405,8.478,12.1325,7.6025,8.365,12.16,8.988,6.005
2013-02-19,6.2436,1.9554,8.8525,30.1056,1.3388,93.57,12.6304,1.0112,1.41,8.415,12.2925,7.5925,8.26,11.9075,8.755,6.2825
2013-02-20,6.2397,1.9621,8.9115,30.0928,1.3283,93.57,12.7253,1.0167,1.3725,8.565,12.265,7.495,8.2325,11.6625,8.763,6.69
2013-02-21,6.2393,1.9728,8.8959,30.3894,1.319,93.11,12.7464,1.0185,1.37,8.855,12.3825,7.8225,8.61,11.9,9.345,6.9925
2013-02-22,6.2353,1.9726,8.865,30.3789,1.3194,93.42,12.7037,1.0215,1.385,8.83,12.4075,7.8275,8.655,11.9675,9.253,6.97
2013-02-25,6.234,1.9835,8.8638,30.2762,1.3063,91.82,12.7992,1.0262,1.4225,8.855,12.1375,7.9875,9.265,12.555,10.118,7.305
2013-02-26,6.2295,1.9822,8.8183,30.5434,1.3061,91.98,12.8435,1.0261,1.385,9.638,12.2775,8.5025,9.375,12.66,10.418,7.375
2013-02-27,6.2277,1.9729,8.8174,30.6136,1.3139,92.24,12.7652,1.0229,1.385,9.273,12.2925,8.68,8.985,12.195,9.945,7.02
2013-02-28,6.2218,1.9775,9.0246,30.5519,1.3057,92.56,12.7793,1.0306,1.37,8.995,12.0925,8.2925,8.845,11.875,9.685,7.145
