Date,USDCNYspot,USDBRLspot,USDZARspot,USDRUBspot,EURUSDspot,USDJPYspot,USDMXNspot,USDCADspot,USDCNYvol,USDBRLvol,USDZARvol,USDRUBvol,EURUSDvol,USDJPYvol,USDMXNvol,USDCADvol
2016-05-12,6.5167,3.4848,14.9987,64.9069,1.1377,109.02,17.9703,1.2846,5.7525,17.96,20.035,19.9625,9.5575,11.395,13.868,10.585
2016-05-13,6.532,3.5324,15.4038,65.4594,1.1309,108.63,18.1705,1.294,6.0475,17.893,20.0325,19.9325,9.805,11.58,13.728,10.585
2016-05-16,6.5205,3.4992,15.6522,64.8961,1.1321,109.03,18.306,1.2895,6.115,17.773,20.8,19.9225,9.955,11.565,13.715,10.63
2016-05-17,6.5204,3.4883,15.5471,64.7422,1.1313,109.14,18.2728,1.2909,6.03,17.505,20.575,19.7325,9.745,11.4,13.468,10.5575
2016-05-18,6.5386,3.5682,15.8699,65.9959,1.1216,110.19,18.4498,1.3034,6.135,17.77,21.0225,19.67,9.735,11.2575,13.325,10.5775
2016-05-19,6.5495,3.565,15.811,66.7714,1.1203,109.96,18.4243,1.3094,6.305,18,21.07,19.71,9.79,11.2475,13.403,10.7175
2016-05-20,6.549,3.5203,15.6329,66.7772,1.1224,110.15,18.3465,1.3113,5.935,17.72,20.75,19.7275,9.5025,10.7525,13.178,10.39
2016-05-23,6.5557,3.5726,15.7218,66.8307,1.122,109.24,18.5161,1.3143,5.695,18.18,20.705,19.8225,9.32,10.6575,13.165,10.2825
2016-05-24,6.5571,3.5715,15.6595,66.1759,1.1141,109.99,18.487,1.3123,5.6925,18.27,20.5425,19.75,9.2,10.6925,13.095,10.04
2016-05-25,6.558,3.5831,15.6687,65.4815,1.1155,110.19,18.4852,1.302,5.57,18.325,20.1925,19.735,8.905,10.375,13.02,9.41
2016-05-26,6.5585,3.5831,15.5179,65.8271,1.1194,109.76,18.4544,1.2979,5.3075,18.338,19.795,19.61,8.57,10.2075,12.918,9.315
2016-05-27,6.5655,3.6083,15.7283,66.1154,1.1115,110.31,18.4751,1.3021,5.2825,18.14,19.48,19.2425,8.515,10.05,12.828,9.4
2016-05-30,6.5833,3.5704,15.8133,65.7825,1.1138,111.12,18.4855,1.3049,5.3575,18.205,19.665,19.4,8.67,10.485,12.758,9.55
2016-05-31,6.5854,3.6109,15.7086,66.6931,1.1132,110.73,18.4672,1.3093,5.36,18.725,19.43,19.0775,8.885,10.5575,12.595,9.61
2016-06-01,6.58,3.6003,15.6021,67.0968,1.1188,109.54,18.5217,1.3078,5.38,18.493,19.3,19.0225,9.175,10.965,12.665,9.5175
2016-06-02,6.5845,3.5945,15.5773,66.9783,1.1151,108.87,18.6774,1.3096,5.3575,17.778,19.365,19.1225,8.895,11.0125,12.61,9.625
2016-06-03,6.5492,3.5275,15.0931,65.6278,1.1367,106.53,18.5919,1.2937,5.36,17.625,19.0575,19.0125,8.415,11.035,12.545,9.225
2016-06-06,6.5637,3.489,14.9078,65.274,1.1355,107.56,18.6688,1.2817,5.3,17.575,18.96,18.955,8.755,10.915,12.563,9.17
2016-06-07,6.5715,3.441,14.9133,64.6033,1.1358,107.37,18.3561,1.2735,5.16,17.578,18.61,18.745,8.65,10.69,12.49,9.125
2016-06-08,6.5624,3.3611,14.7386,63.6241,1.1395,106.99,18.1175,1.2693,4.9475,17.858,18.77,18.7,8.915,10.7875,12.82,9.1925
2016-06-09,6.5624,3.3998,14.8041,64.322,1.1316,107.1,18.2481,1.2724,4.945,18.37,18.8275,18.8275,9.515,11.3425,13.118,9.55
2016-06-10,6.5624,3.4327,15.2304,65.2722,1.1251,106.97,18.6328,1.2783,5.1675,19.063,19.3875,19.0725,10.42,11.95,14.025,9.9775
2016-06-13,6.5857,3.4821,15.171,65.2722,1.1292,106.26,18.8394,1.2837,5.47,19.215,19.65,19.375,10.595,12.285,14.618,10.345
2016-06-14,6.597,3.4815,15.3011,66.1343,1.1207,106.11,18.9352,1.2872,5.76,19.015,20.205,19.7475,11.42,12.56,14.73,10.3525
2016-06-15,6.5818,3.4746,15.2466,65.5482,1.126,106.01,18.9127,1.2912,5.935,18.87,19.87,19.2925,10.22,12.07,14.103,10.1325
2016-06-16,6.5915,3.466,15.347,65.7812,1.1225,104.26,18.945,1.2967,5.8575,18.943,20.0925,19.4225,10.58,12.3725,14.468,10.3425
2016-06-17,6.587,3.4167,15.1497,64.8503,1.1277,104.16,18.8375,1.2894,5.825,18.525,19.8175,19.32,10.105,11.955,13.898,9.9
2016-06-20,6.582,3.3948,14.8402,64.267,1.1314,103.94,18.6575,1.2806,5.5625,18.215,19.745,19.1075,9.57,11.655,13.7,9.51
2016-06-21,6.591,3.4142,14.7143,63.8139,1.1242,104.75,18.6241,1.2817,5.38,18.78,19.7725,18.5925,9.56,11.74,13.718,9.445
2016-06-22,6.5784,3.3775,14.6102,64.8746,1.1296,104.41,18.4942,1.2844,5.365,18.73,20.23,18.73,9.9975,12.5975,14.37,9.7525
2016-06-23,6.5807,3.3366,14.4161,63.8418,1.1385,106.16,18.2273,1.2753,5.45,18.158,19.7425,18.13,9.57,11.73,13.945,9.5175
2016-06-24,6.6218,3.3765,15.0823,65.2722,1.1117,102.22,18.9278,1.3004,5.94,18.515,21.2775,19.2625,11.675,13.6675,16.618,10.1875
2016-06-27,6.6474,3.3923,15.4679,65.4686,1.1025,102,19.181,1.3072,6.14,18.47,21.8275,19.0725,11.4625,14.01,16.368,10.435
2016-06-28,6.6481,3.3031,15.1792,64.0645,1.1065,102.75,18.8366,1.3025,5.8025,17.738,20.785,18.6675,10.3125,12.475,14.535,9.73
2016-06-29,6.6368,3.2201,14.7927,63.8433,1.1125,102.83,18.4839,1.2935,5.3725,17.783,20.1325,18.355,9.535,12.3625,13.848,9.45
2016-06-30,6.648,3.2126,14.7266,63.9674,1.1106,103.2,18.2804,1.2924,5.5225,17.77,20.1575,18.1075,9.6775,12.39,13.488,9.3425
2016-07-01,6.6599,3.2353,14.5606,63.8091,1.1136,102.52,18.3605,1.2912,5.2675,17.688,19.925,17.675,9.295,12.225,13.118,9.1375
2016-07-04,6.6653,3.2696,14.5681,63.9144,1.1154,102.56,18.4206,1.2846,5.2625,17.755,19.9975,17.6275,9.335,12.0975,13.17,9.2525
2016-07-05,6.686,3.3036,14.7452,64.3502,1.1076,101.74,18.8182,1.298,5.0725,18.138,20.19,17.38,9.635,12.8775,13.513,9.5425
2016-07-06,6.6886,3.3298,14.731,64.2221,1.11,101.32,18.7379,1.2962,5.195,18.145,20.49,17.6125,9.705,13.1575,13.428,9.56
2016-07-07,6.682,3.3675,14.7603,64.564,1.1063,100.77,18.8288,1.3002,5.16,18.125,20.22,17.1525,9.455,12.83,13.605,9.585
2016-07-08,6.6908,3.2997,14.5379,63.951,1.1051,100.54,18.505,1.3044,5.345,17.615,19.89,17.0425,9.07,12.8625,13.32,9.3675
2016-07-11,6.696,3.3093,14.4468,64.199,1.1058,102.8,18.4678,1.3117,5.285,17.5,19.7,16.7725,8.925,12.93,13.313,9.495
2016-07-12,6.6885,3.2956,14.3384,63.8954,1.1061,104.69,18.3417,1.3042,5.275,17.48,19.1525,16.475,8.59,13.1225,13.258,9.245
2016-07-13,6.6887,3.2636,14.482,63.8325,1.109,104.49,18.3662,1.2978,5.385,17.51,19.0075,16.2425,8.58,12.7675,13.143,9.045
2016-07-14,6.6835,3.2503,14.2249,62.8493,1.112,105.35,18.3534,1.2892,5.36,17.52,18.875,16.1675,8.315,12.965,12.915,8.785
2016-07-15,6.6935,3.2819,14.5736,63.5068,1.1035,104.88,18.6048,1.2974,5.405,17.265,18.7025,16.1775,8.395,13.205,12.765,8.8075
2016-07-18,6.7045,3.2542,14.245,62.8531,1.1075,106.16,18.3861,1.2945,5.35,17.13,18.805,15.9875,8.3725,13.105,12.625,8.83
2016-07-19,6.6963,3.2485,14.3361,63.5236,1.1021,106.12,18.5003,1.302,5.3175,16.85,18.8925,16.35,8.6275,13.225,12.475,8.8925
2016-07-20,6.6778,3.2594,14.3467,63.7716,1.1015,106.89,18.6797,1.3057,5.335,16.735,18.9325,16.3875,8.82,13.675,12.495,8.9975
2016-07-21,6.6755,3.2719,14.2309,64.373,1.1026,105.82,18.577,1.3088,5.435,16.535,19.2625,16.4825,8.7575,13.61,12.545,8.8375
2016-07-22,6.6795,3.2558,14.2924,64.8548,1.0977,106.13,18.5463,1.3127,5.595,16.463,19.1625,16.8825,8.61,13.32,12.49,9.055
2016-07-25,6.6799,3.2877,14.3636,65.4237,1.0995,105.81,18.7761,1.3217,5.5875,16.418,19.3225,17.0075,8.7025,12.865,12.835,9.085
2016-07-26,6.672,3.2761,14.361,65.9329,1.0986,104.66,18.7746,1.3188,5.5775,16.455,18.9275,17.23,8.4425,12.69,13.045,8.8725
2016-07-27,6.67,3.2621,14.258,65.9402,1.1058,105.4,18.8259,1.3189,5.245,16.228,18.58,16.81,8.1125,12.325,13.065,8.52
2016-07-28,6.6576,3.2923,14.1455,66.6237,1.1077,105.27,18.8928,1.3156,5.065,15.86,18.265,16.64,7.9375,12.575,12.75,8.4725
2016-07-29,6.635,3.2491,13.8787,66.0262,1.1174,102.06,18.7527,1.303,4.8225,15.503,17.855,16.925,7.9125,11.5,12.553,8.1725
2016-08-01,6.6439,3.265,13.9174,66.9136,1.1163,102.39,18.8647,1.3124,4.845,15.605,17.855,16.7375,7.64,11.665,12.66,8.32
2016-08-02,6.6272,3.2598,13.9998,66.6657,1.1224,100.89,18.9346,1.311,4.82,15.818,17.9975,16.46,7.74,12.7575,12.803,8.595
2016-08-03,6.6342,3.238,13.909,66.2656,1.1149,101.24,18.8876,1.3067,4.79,15.815,17.9975,16.42,7.78,12.47,12.743,8.6325
2016-08-04,6.6418,3.1932,13.7059,65.7647,1.113,101.22,18.9077,1.3019,4.72,15.865,18.1725,16.385,8.015,12.43,12.478,8.58
2016-08-05,6.6603,3.1649,13.727,65.5355,1.1086,101.82,18.7542,1.3172,4.595,15.785,17.8825,16.03,7.8625,11.56,12.28,8.6175
2016-08-08,6.6614,3.1737,13.5749,64.6257,1.1088,102.45,18.5533,1.3154,4.725,15.915,18.085,15.725,7.8925,11.315,12.425,8.63
2016-08-09,6.6557,3.1451,13.413,64.7564,1.1117,101.88,18.4369,1.3119,4.815,16.57,17.935,15.6425,8.3475,11.625,14.503,8.8425
2016-08-10,6.636,3.1265,13.2814,64.8707,1.1176,101.29,18.4152,1.3058,4.8525,16.91,17.8775,15.57,8.2575,11.845,14.733,9.0475
2016-08-11,6.6337,3.1442,13.402,64.3259,1.1137,101.96,18.2294,1.2993,5.1725,16.795,17.86,15.635,8.2075,11.85,14.808,9.0625
2016-08-12,6.6362,3.1933,13.4764,64.7647,1.1162,101.3,18.2602,1.2951,5.2075,16.815,17.7925,15.785,8.1075,11.955,14.79,9
2016-08-15,6.638,3.1859,13.3033,64.0399,1.1184,101.26,18.0776,1.2924,5.015,16.615,17.705,15.69,8.0525,12.065,14.845,8.875
2016-08-16,6.6253,3.2022,13.4216,63.7803,1.1279,100.31,18.0614,1.2863,4.885,16.355,17.4425,15.2675,8.3375,12.655,14.655,8.9025
2016-08-17,6.6343,3.2056,13.3816,63.8445,1.1289,100.28,18.1395,1.2844,4.9525,16.538,17.5,15.17,8.275,12.805,14.468,8.885
2016-08-18,6.6312,3.2393,13.3749,63.6623,1.1354,99.89,18.1891,1.2782,5.0175,16.565,17.3,15.1675,8.1275,13.07,14.335,8.8375
2016-08-19,6.6532,3.2037,13.5163,63.9204,1.1325,100.22,18.22,1.2871,5.115,16.385,17.2525,15.215,8.0975,12.96,14.295,8.8
2016-08-22,6.6507,3.2007,13.5811,64.8062,1.132,100.33,18.2948,1.2946,5.27,16.485,17.4825,15.42,8.1,13.04,14.088,8.9125
2016-08-23,6.6409,3.2344,14.0019,64.6004,1.1305,100.24,18.5693,1.2913,5.2325,16.56,17.7325,15.385,8.0925,13.215,14.345,8.775
2016-08-24,6.659,3.225,14.1632,65.1693,1.1264,100.45,18.4556,1.2927,5.3275,16.463,19.765,15.385,8.3825,13.225,14.425,8.8125
2016-08-25,6.6595,3.2347,14.2113,64.6797,1.1285,100.53,18.3663,1.2922,5.4,16.45,20.0275,15.315,8.23,12.93,14.135,8.8025
2016-08-26,6.6695,3.2653,14.3694,64.8528,1.1198,101.84,18.5925,1.3003,5.4175,16.48,19.2825,15.3025,8.325,12.765,14.073,8.7425
2016-08-29,6.683,3.23,14.4066,64.7542,1.1189,101.92,18.6252,1.3011,5.4875,16.575,19.825,15.17,8.49,12.97,14.195,8.955
2016-08-30,6.6807,3.2418,14.5037,65.255,1.1143,102.96,18.8181,1.3099,5.4,16.78,20.005,15.05,8.5575,13.055,14.36,8.9775
2016-08-31,6.6793,3.2263,14.7313,65.3334,1.1158,103.43,18.7836,1.3105,5.38,16.593,20.385,15.085,8.6725,12.695,14.263,9.08
2016-09-01,6.675,3.2592,14.5985,65.93,1.1197,103.23,18.7481,1.3103,5.255,16.458,20.495,15.12,8.6075,12.725,14.253,9.005
2016-09-02,6.6805,3.2569,14.4932,65.0915,1.1156,103.92,18.5783,1.2993,5.245,16.16,19.92,15.0325,8.36,12.485,14.113,8.8
2016-09-05,6.6771,3.2832,14.3866,65.0901,1.1147,103.43,18.565,1.2928,5.16,16.175,19.705,14.86,8.3,11.93,14.035,8.84
2016-09-06,6.67,3.196,13.98,64.5701,1.1255,102.02,18.2762,1.2844,4.96,15.828,19.66,14.5675,8.21,12.115,13.978,8.54
2016-09-07,6.6625,3.196,14.0248,64.1362,1.1239,101.74,18.3797,1.2884,4.885,15.708,19.67,14.4175,8.055,12.22,14.028,8.41
2016-09-08,6.668,3.2111,14.1337,63.9849,1.126,102.49,18.6727,1.2937,4.905,15.883,19.15,14.3225,8.1075,12.0675,14.353,8.395
2016-09-09,6.685,3.2732,14.4158,64.819,1.1233,102.69,18.8986,1.3049,5.1475,16.605,19.885,14.835,8.305,12.535,15.065,8.5775
2016-09-12,6.6802,3.2474,14.2276,64.5866,1.1235,101.85,18.813,1.304,5.345,16.783,20.505,15.09,8.4575,12.4925,15.535,8.9175
2016-09-13,6.6795,3.313,14.3935,65.3073,1.122,102.56,19.086,1.3176,5.4125,17.48,20.24,14.935,8.2575,12.74,16.273,9.3525
2016-09-14,6.6747,3.3448,14.3202,65.1604,1.125,102.43,19.2734,1.3195,5.5875,17.755,20.35,15.28,8.4275,12.96,17.09,9.395
2016-09-15,6.6747,3.3021,14.2483,64.7693,1.1244,102.1,19.3453,1.316,5.63,17.693,20.145,15.2625,8.4025,12.68,17.195,9.3975
2016-09-16,6.6747,3.2624,14.182,65.1235,1.1155,102.29,19.6106,1.3212,5.5925,17.635,20.4325,15.115,8.5975,12.3825,17.13,9.625
2016-09-19,6.6685,3.2727,14.0162,64.6696,1.1175,101.93,19.6902,1.3203,5.76,17.303,20.3275,14.99,8.53,12.345,18.308,9.56
2016-09-20,6.672,3.2593,13.9145,64.7856,1.1151,101.7,19.8113,1.3189,5.5125,16.988,20.0275,14.96,8.555,12.5725,18.89,9.6175
2016-09-21,6.6688,3.2048,13.5779,63.8314,1.1189,100.32,19.7409,1.3101,5.3725,16.815,19.895,15.005,8.4975,11.8525,18.533,9.4975
2016-09-22,6.6648,3.2207,13.6471,63.6992,1.1208,100.76,19.6148,1.3042,5.0725,16.695,19.53,14.6975,8.155,11.835,18.623,9.3175
2016-09-23,6.6694,3.245,13.7176,64.0574,1.1226,101.02,19.7893,1.3172,5.1525,16.565,19.385,14.36,8.1875,11.755,18.885,9.5825
2016-09-26,6.6689,3.24,13.6799,63.9356,1.1254,100.33,19.8772,1.3227,5.2075,16.613,19.3425,14.38,8.395,12.125,19.805,9.9375
2016-09-27,6.6701,3.2346,13.4523,63.8536,1.1215,100.43,19.3904,1.3196,4.91,16.4,18.985,14.13,8.255,12.15,18.218,9.84
2016-09-28,6.6751,3.2153,13.6187,63.03,1.1217,100.69,19.3801,1.308,4.92,16.65,18.09,13.495,8.355,12.045,17.945,9.485
2016-09-29,6.6672,3.2593,13.8938,63.0956,1.1222,101.03,19.5213,1.3146,5.035,16.868,18.515,13.5575,8.3775,12.135,18.275,9.63
2016-09-30,6.6718,3.2613,13.7225,62.8495,1.1235,101.35,19.3852,1.3127,5.0075,17.335,18.785,14.0975,8.36,11.99,18.433,9.64
2016-10-03,6.6718,3.2095,13.5982,62.2837,1.1211,101.65,19.2859,1.312,5.0075,17.165,18.68,13.7425,8.1975,11.73,17.848,9.24
2016-10-04,6.6718,3.2585,13.8291,62.679,1.1204,102.9,19.326,1.3192,5.0075,17.483,18.625,13.755,8.3325,11.8925,17.463,9.315
2016-10-05,6.6718,3.221,13.7188,62.4196,1.1205,103.5,19.2135,1.3176,4.9925,17.305,18.8775,13.6075,8.2575,11.6625,16.76,9.2125
2016-10-06,6.6718,3.2282,13.8844,62.104,1.1151,103.95,19.2355,1.3218,5.1,17.12,18.7275,13.6275,8.4075,11.3875,16.403,9.285
2016-10-07,6.6718,3.2183,13.872,62.2685,1.1201,102.98,19.3009,1.3296,5.3725,16.895,18.695,13.57,8.5175,11.36,16.533,9.31
2016-10-10,6.7074,3.2074,13.8097,61.9829,1.1139,103.61,18.9281,1.3176,5.175,16.895,18.6575,13.51,8.33,11.145,16.428,9.185
2016-10-11,6.722,3.1941,14.3691,62.6912,1.1054,103.51,18.9149,1.3265,5.2,16.808,20.375,13.64,8.8325,11.2975,17.065,9.335
2016-10-12,6.7195,3.1941,14.2299,63.0137,1.1007,104.21,18.9206,1.3276,5.07,16.78,20.4775,14.4425,8.8325,11.395,16.948,9.25
2016-10-13,6.7274,3.1782,14.2517,63.027,1.1056,103.71,18.925,1.3192,5.07,16.655,20.6475,14.745,8.5375,11.5775,16.505,9.025
2016-10-14,6.7283,3.2059,14.3182,62.975,1.0972,104.18,19.0079,1.3139,4.945,16.61,20.12,14.6075,8.2725,11.16,16.005,8.94
2016-10-17,6.7375,3.2042,14.1485,63.1147,1.1,103.89,18.8731,1.3129,4.84,16.295,19.875,14.55,8.39,11.1825,15.513,8.575
2016-10-18,6.7409,3.187,13.8952,62.8255,1.0981,103.87,18.6162,1.3109,4.505,16.22,19.92,14.55,8.2625,10.83,15.335,8.4725
2016-10-19,6.7378,3.1686,13.8341,62.3031,1.0974,103.44,18.5225,1.3114,4.545,15.9,19.8,14.465,8.255,10.6325,15.24,8.43
2016-10-20,6.7449,3.1411,13.9517,62.4788,1.0929,103.95,18.6206,1.323,4.43,15.145,19.6075,14.425,8.2225,10.325,14.66,8.44
2016-10-21,6.767,3.1565,13.9849,62.3722,1.0884,103.8,18.5946,1.3332,4.5,15.245,19.5975,14.49,8.45,9.9825,14.145,8.535
2016-10-24,6.7752,3.1221,13.9105,62.2002,1.0882,104.18,18.553,1.3286,4.635,15.29,19.49,14.38,8.3075,9.81,14.035,8.5525
2016-10-25,6.7804,3.1125,13.7551,62.247,1.0889,104.22,18.5212,1.3351,4.5225,15.425,19.2875,14.33,8.3225,9.9675,13.998,8.5675
2016-10-26,6.7711,3.1401,13.8906,62.8953,1.0908,104.47,18.6846,1.3381,4.4125,15.755,19.4825,14.525,8.2075,10.155,15.105,8.7075
2016-10-27,6.7835,3.1661,13.8743,62.713,1.0897,105.29,18.8396,1.3386,4.3075,15.9,19.4825,14.505,8.1725,10.5975,15.295,8.9325
2016-10-28,6.7789,3.2007,13.8352,63.009,1.0985,104.74,18.9844,1.3398,4.425,16.31,19.3425,14.335,8.115,10.5,16.31,8.9575
2016-10-31,6.7758,3.1939,13.4741,63.392,1.0981,104.82,18.8642,1.3409,4.57,16.28,19.135,14.26,8.2025,10.7725,17.115,9.0525
2016-11-01,6.7657,3.2318,13.6105,63.3208,1.1055,104.15,19.2007,1.339,4.485,16.858,18.99,14.3,8.325,11.255,19.145,9.185
2016-11-02,6.757,3.2318,13.4647,63.5112,1.1098,103.3,19.3683,1.3393,4.6825,16.84,19.31,14.87,8.9325,11.86,20.728,9.485
2016-11-03,6.765,3.242,13.4649,63.5789,1.1105,102.98,19.1749,1.3397,4.8225,16.96,19.3,14.73,8.7325,11.84,19.813,9.3725
2016-11-04,6.7564,3.2355,13.5823,63.5789,1.1141,103.12,19.0266,1.3404,4.7725,16.995,19.3825,14.81,8.8875,11.7525,19.598,9.3225
2016-11-07,6.7766,3.2061,13.3623,63.6434,1.1041,104.46,18.5944,1.3364,4.67,16.505,19.26,14.755,8.3275,10.985,17.408,8.47
2016-11-08,6.7869,3.1702,13.1866,63.7655,1.1026,105.16,18.3226,1.3288,4.4,16.32,19.03,14.89,8.055,10.76,16.523,8.295
2016-11-09,6.7915,3.2264,13.4457,63.8761,1.091,105.67,19.844,1.3424,4.735,15.625,19.5725,14.4275,8.48,11.21,17.068,8.54
2016-11-10,6.8059,3.3942,14.1217,65.5186,1.0893,106.83,20.5754,1.3469,4.745,17.37,20.23,14.97,8.685,12.09,16.745,8.76
2016-11-11,6.812,3.4035,14.3352,65.7635,1.0855,106.65,20.8492,1.3542,5.435,17.82,20.6975,15.895,9.0225,11.9,17.865,9.355
2016-11-14,6.86,3.4348,14.4314,66.028,1.0737,108.42,20.6906,1.3557,5.7225,17.815,20.98,16.445,9.71,12.115,17.275,9.4225
2016-11-15,6.859,3.4348,14.1762,64.1748,1.0722,109.2,20.2695,1.3448,5.58,17.013,20.66,16.39,9.14,11.7525,16.225,9
2016-11-16,6.8804,3.4267,14.3076,64.7586,1.0691,109.08,20.2085,1.3446,5.405,16.858,20.6375,16.7,9.5025,11.76,16.063,9.035
2016-11-17,6.8781,3.4207,14.4242,64.8319,1.0626,110.12,20.4286,1.3521,5.41,16.653,20.36,16.7675,9.435,12.025,15.795,9.105
2016-11-18,6.8864,3.3825,14.4222,64.7,1.0588,110.91,20.6435,1.3505,5.88,16.445,20.62,16.5325,10.0225,12.305,15.233,9.0125
2016-11-21,6.8928,3.3517,14.2486,63.9203,1.063,110.82,20.4495,1.3418,6.1475,16.33,20.54,16.38,9.675,12.205,15.385,8.72
2016-11-22,6.89,3.3558,14.0861,63.7733,1.0627,111.14,20.5949,1.3441,6.04,16.23,20.215,16.165,9.3325,11.97,15.15,8.585
2016-11-23,6.919,3.3907,14.1502,64.4704,1.0553,112.52,20.6446,1.3488,5.885,16.313,19.9425,16.225,9.745,12.255,15.355,8.55
2016-11-24,6.9219,3.3962,14.1494,64.48,1.0554,113.33,20.7441,1.3492,6.2725,16.3,19.855,16.28,9.7675,12.54,15.37,8.545
2016-11-25,6.9191,3.4132,14.11,64.9531,1.0589,113.22,20.6538,1.3519,6.38,16.445,19.94,16.2575,9.4675,12.4525,15.29,8.415
2016-11-28,6.9153,3.3875,13.73,64.8387,1.0614,111.94,20.6303,1.3412,6.2625,16.233,19.615,16.0475,9.5775,12.46,14.833,8.53
2016-11-29,6.9047,3.3925,13.8818,65.1071,1.065,112.38,20.6236,1.3432,6.015,16.305,19.715,15.985,9.7275,12.3975,14.6,8.725
2016-11-30,6.8894,3.3857,14.094,64.1395,1.0589,114.46,20.5743,1.3437,5.7825,16.345,19.7725,15.89,10.2825,12.5975,14.448,8.555
2016-12-01,6.8856,3.4643,14.1066,63.9746,1.0661,114.1,20.7785,1.3319,5.825,16.6,19.825,15.6425,10.0725,12.755,14.53,8.3425
2016-12-02,6.88,3.4768,13.8021,63.8919,1.0664,113.51,20.6281,1.3292,5.84,16.615,19.7825,15.8575,10.085,12.5,14.505,8.365
2016-12-05,6.8815,3.4235,13.7263,63.8087,1.0764,113.85,20.5943,1.3271,5.985,16.55,19.7775,15.67,9.6175,12.305,14.555,8.24
2016-12-06,6.882,3.4103,13.6462,63.8783,1.0718,114.02,20.3939,1.3277,6.0275,16.63,19.215,15.3875,9.7375,12.1025,14.555,8.13
2016-12-07,6.8767,3.393,13.4748,63.2124,1.0753,113.77,20.3354,1.3234,6.2775,16.515,19.1175,15.3875,9.545,11.9275,14.428,7.8325
2016-12-08,6.891,3.375,13.6558,63.2751,1.0615,114.04,20.3172,1.3191,6.465,16.663,18.97,15.0175,9.7275,11.85,14.38,7.675
2016-12-09,6.908,3.3803,13.796,62.4999,1.0561,115.32,20.3894,1.3179,6.87,16.6,19.125,14.88,10.095,12.1975,14.498,7.9075
2016-12-12,6.9069,3.3381,13.615,61.0491,1.0635,115.02,20.2144,1.313,7.4475,16.84,19.36,14.6425,10.09,12.21,14.375,8.09
2016-12-13,6.9029,3.3344,13.6133,60.6084,1.0626,115.19,20.279,1.3131,7.2575,16.678,19.2425,14.62,9.8075,11.615,14.043,7.9275
2016-12-14,6.9049,3.3721,13.932,62.0951,1.0536,117.04,20.4708,1.3283,6.9375,16.748,19.19,14.775,10.015,11.5475,13.895,7.8675
2016-12-15,6.9467,3.3651,13.9695,61.7427,1.0414,118.18,20.3326,1.3336,7.18,16.985,19.355,14.885,11.115,12.905,14.365,8.605
2016-12-16,6.9615,3.3897,14.0325,62.0919,1.0451,117.93,20.4395,1.3336,6.9725,16.96,19.4,14.9875,11.12,12.7725,14.125,8.765
2016-12-19,6.9605,3.3693,14.1391,61.9362,1.0402,117.09,20.3865,1.3408,6.9875,16.97,19.3125,14.97,11.125,12.8475,14.175,8.8075
2016-12-20,6.9527,3.3505,13.9976,61.4536,1.0388,117.86,20.4583,1.3368,7.085,16.403,19.2025,15.085,10.895,12.5825,13.958,8.64
2016-12-21,6.944,3.331,14.0025,61.1562,1.0424,117.55,20.5579,1.3413,7.1275,16.185,18.7425,15.215,10.675,12.43,13.695,8.4125
2016-12-22,6.9484,3.2912,14.0407,60.9535,1.0437,117.54,20.7592,1.3483,7.1875,16.013,18.6825,15.1425,10.465,12.2475,13.885,8.67
2016-12-23,6.9462,3.2699,13.998,61.0563,1.0456,117.33,20.6095,1.3533,7.1975,16.1,18.32,15.1225,10.655,12.415,14.033,8.76
2016-12-26,6.9489,3.28,14.0112,60.9798,1.0455,117.1,20.6348,1.3509,7.2725,16.175,18.425,14.9725,10.76,12.5375,14.085,8.875
2016-12-27,6.952,3.2725,13.9272,60.6796,1.0457,117.43,20.7593,1.3575,7.2625,16.145,18.455,14.8675,10.8,12.6325,13.88,8.96
2016-12-28,6.9613,3.2769,13.8569,60.3229,1.0413,117.26,20.7543,1.356,7.2875,16.175,18.63,15.1175,10.83,12.765,13.87,9.19
2016-12-29,6.9565,3.2539,13.6152,60.4197,1.049,116.54,20.7281,1.3502,7.3175,16.175,18.695,15.39,10.5625,12.995,13.893,9.24
2016-12-30,6.945,3.25,13.7401,61.2668,1.0517,116.96,20.7272,1.3441,7.245,16.218,18.435,15.3975,10.53,12.865,13.903,9.275
2017-01-02,6.945,3.286,13.7351,61.2668,1.0455,117.55,20.7334,1.3443,7.2725,16.333,18.5575,15.5425,10.71,13.025,14.05,9.41
2017-01-03,6.964,3.265,13.8329,60.9086,1.0405,117.75,21.1102,1.3427,6.6825,16.185,18.4775,15.5975,10.49,12.895,14.108,9.27
2017-01-04,6.9342,3.2213,13.6142,60.4666,1.0489,117.25,21.4459,1.3302,6.375,16.185,18.3775,15.475,10.115,12.425,15.923,8.9275
2017-01-05,6.8766,3.1991,13.5759,59.4227,1.0607,115.35,21.4226,1.3225,6.84,15.995,18.3425,15.56,10.105,12.65,16.075,8.69
2017-01-06,6.926,3.2224,13.7596,59.6073,1.0532,117.02,21.2217,1.3237,7.0525,15.628,18.345,15.7225,9.645,12.475,15.988,8.56
2017-01-09,6.9375,3.2,13.6726,60.0753,1.0574,116.03,21.3788,1.3216,6.805,15.558,18.39,15.7675,10.01,12.75,15.893,8.5
2017-01-10,6.9215,3.1939,13.7418,60.1556,1.0554,115.77,21.8067,1.3232,6.0525,15.48,17.995,15.7625,9.755,12.745,16.34,8.4825
